instance family pattern-time pattern-vertices pattern-edges pattern-loops pattern-meandeg pattern-maxdeg pattern-degisfixed pattern-density target-time target-vertices target-edges target-loops target-meandeg target-maxdeg target-degisfixed target-density
g37-g51 11 0 120 638 0 10.6333 13 0 0.0893557 0 138 493 0 7.14493 71 0 0.0521528
g37-g52 11 0 120 638 0 10.6333 13 0 0.0893557 0 161 356 0 4.42236 40 0 0.0276398
g37-g53 11 0 120 638 0 10.6333 13 0 0.0893557 0 168 836 0 9.95238 14 0 0.0595951
g37-g54 11 0 120 638 0 10.6333 13 0 0.0893557 0 256 941 0 7.35156 22 0 0.0288297
g37-g55 11 0 120 638 0 10.6333 13 0 0.0893557 0 256 962 0 7.51562 15 0 0.029473
g37-g56 11 0 120 638 0 10.6333 13 0 0.0893557 0 256 1000 0 7.8125 25 0 0.0306373
g37-g57 11 0 120 638 0 10.6333 13 0 0.0893557 0 280 61 0 0.435714 7 0 0.0015617
g37-g61 11 0 120 638 0 10.6333 13 0 0.0893557 0 331 930 0 5.61934 6 0 0.0170283
g37-g62 11 0 120 638 0 10.6333 13 0 0.0893557 0 377 962 0 5.10345 103 0 0.013573
g37-g63 11 0 120 638 0 10.6333 13 0 0.0893557 0 400 2860 0 14.3 26 0 0.0358396
g37-g64 11 0 120 638 0 10.6333 13 0 0.0893557 0 400 9960 0 49.8 165 0 0.124812
g37-g65 11 0 120 638 0 10.6333 13 0 0.0893557 0 435 2520 0 11.5862 12 0 0.0266963
g37-g67 11 0 120 638 0 10.6333 13 0 0.0893557 0 462 1386 0 6 6 1 0.0130152
g37-g68 11 0 120 638 0 10.6333 13 0 0.0893557 0 462 6930 0 30 30 1 0.0650759
g37-g69 11 0 120 638 0 10.6333 13 0 0.0893557 0 500 1479 0 5.916 12 0 0.0118557
g37-g70 11 0 120 638 0 10.6333 13 0 0.0893557 0 501 756 0 3.01796 10 0 0.00603593
g37-g71 11 0 120 638 0 10.6333 13 0 0.0893557 0 501 1497 0 5.97605 18 0 0.0119521
g37-g72 11 0 120 638 0 10.6333 13 0 0.0893557 0 561 147 0 0.524064 17 0 0.000935829
g37-g74 11 0 120 638 0 10.6333 13 0 0.0893557 0 585 1228 0 4.19829 113 0 0.00718885
g37-g75 11 0 120 638 0 10.6333 13 0 0.0893557 0 610 7438 0 24.3869 154 0 0.0400441
g37-g76 11 0 120 638 0 10.6333 13 0 0.0893557 0 610 35465 0 116.279 256 0 0.190934
g37-g77 11 0 120 638 0 10.6333 13 0 0.0893557 0 610 82562 0 270.695 360 0 0.444491
g37-g78 11 0 120 638 0 10.6333 13 0 0.0893557 0 627 3545 0 11.3078 19 0 0.0180636
g37-g79 11 0 120 638 0 10.6333 13 0 0.0893557 0 763 1902 0 4.98558 14 0 0.00654276
g37-g80 11 0 120 638 0 10.6333 13 0 0.0893557 1 891 318 0 0.713805 6 0 0.000802028
g37-g81 11 0 120 638 0 10.6333 13 0 0.0893557 1 1010 5994 0 11.8693 12 0 0.0117634
g37-g83 11 0 120 638 0 10.6333 13 0 0.0893557 1 1024 5120 0 10 10 1 0.00977517
g37-g84 11 0 120 638 0 10.6333 13 0 0.0893557 1 1024 61440 0 120 120 1 0.117302
g37-g85 11 0 120 638 0 10.6333 13 0 0.0893557 1 1050 1574 0 2.9981 3 0 0.00285805
g37-g87 11 0 120 638 0 10.6333 13 0 0.0893557 1 1057 3561 0 6.73794 23 0 0.00638062
g37-g88 11 0 120 638 0 10.6333 13 0 0.0893557 1 1057 4028 0 7.62157 22 0 0.0072174
g37-g89 11 0 120 638 0 10.6333 13 0 0.0893557 1 1092 2184 0 4 4 1 0.00366636
g37-g90 11 0 120 638 0 10.6333 13 0 0.0893557 2 1430 5005 0 7 7 1 0.00489853
g37-g91 11 0 120 638 0 10.6333 13 0 0.0893557 2 1446 3162 0 4.37344 219 0 0.0030266
g37-g92 11 0 120 638 0 10.6333 13 0 0.0893557 3 1619 3517 0 4.34466 176 0 0.0026852
g37-g94 11 0 120 638 0 10.6333 13 0 0.0893557 4 1860 5590 0 6.01075 9 0 0.00323333
g37-g95 11 0 120 638 0 10.6333 13 0 0.0893557 5 2000 1396 0 1.396 11 0 0.000698349
g37-g96 11 0 120 638 0 10.6333 13 0 0.0893557 5 2000 1657 0 1.657 13 0 0.000828914
g37-g97 11 0 120 638 0 10.6333 13 0 0.0893557 5 2000 1685 0 1.685 11 0 0.000842921
g37-g98 11 0 120 638 0 10.6333 13 0 0.0893557 5 2000 2573 0 2.573 14 0 0.00128714
g37-g99 11 0 120 638 0 10.6333 13 0 0.0893557 5 2000 2575 0 2.575 14 0 0.00128814
g38-g100 11 0 121 210 0 3.47107 28 0 0.0289256 5 2016 2000 0 1.98413 2 0 0.000984678
g38-g101 11 0 121 210 0 3.47107 28 0 0.0289256 6 2184 6552 0 6 6 1 0.00274851
g38-g102 11 0 121 210 0 3.47107 28 0 0.0289256 6 2184 8736 0 8 8 1 0.00366468
g38-g103 11 0 121 210 0 3.47107 28 0 0.0289256 6 2184 13104 0 12 12 1 0.00549702
g38-g104 11 0 121 210 0 3.47107 28 0 0.0289256 14 3300 6596 0 3.99758 20 0 0.00121175
g38-g105 11 0 121 210 0 3.47107 28 0 0.0289256 14 3317 6617 0 3.98975 20 0 0.00120318
g38-g106 11 0 121 210 0 3.47107 28 0 0.0289256 25 4493 13619 0 6.06232 25 0 0.00134958
g38-g107 11 0 121 210 0 3.47107 28 0 0.0289256 25 4494 9812 0 4.36671 23 0 0.000971892
g38-g108 11 0 121 210 0 3.47107 28 0 0.0289256 29 4866 10840 0 4.4554 24 0 0.000915808
g38-g109 11 0 121 210 0 3.47107 28 0 0.0289256 31 5040 15120 0 6 6 1 0.00119071
g38-g110 11 0 121 210 0 3.47107 28 0 0.0289256 36 5448 36105 0 13.2544 39 0 0.00243334
g38-g111 11 0 121 210 0 3.47107 28 0 0.0289256 41 5757 14135 0 4.91054 25 0 0.000853117
g38-g112 11 0 121 210 0 3.47107 28 0 0.0289256 54 6671 14066 0 4.21706 419 0 0.000632243
g38-g51 11 0 121 210 0 3.47107 28 0 0.0289256 0 138 493 0 7.14493 71 0 0.0521528
g38-g52 11 0 121 210 0 3.47107 28 0 0.0289256 0 161 356 0 4.42236 40 0 0.0276398
g38-g53 11 0 121 210 0 3.47107 28 0 0.0289256 0 168 836 0 9.95238 14 0 0.0595951
g38-g54 11 0 121 210 0 3.47107 28 0 0.0289256 0 256 941 0 7.35156 22 0 0.0288297
g38-g55 11 0 121 210 0 3.47107 28 0 0.0289256 0 256 962 0 7.51562 15 0 0.029473
g38-g56 11 0 121 210 0 3.47107 28 0 0.0289256 0 256 1000 0 7.8125 25 0 0.0306373
g38-g57 11 0 121 210 0 3.47107 28 0 0.0289256 0 280 61 0 0.435714 7 0 0.0015617
g38-g61 11 0 121 210 0 3.47107 28 0 0.0289256 0 331 930 0 5.61934 6 0 0.0170283
g38-g62 11 0 121 210 0 3.47107 28 0 0.0289256 0 377 962 0 5.10345 103 0 0.013573
g38-g63 11 0 121 210 0 3.47107 28 0 0.0289256 0 400 2860 0 14.3 26 0 0.0358396
g38-g64 11 0 121 210 0 3.47107 28 0 0.0289256 0 400 9960 0 49.8 165 0 0.124812
g38-g65 11 0 121 210 0 3.47107 28 0 0.0289256 0 435 2520 0 11.5862 12 0 0.0266963
g38-g67 11 0 121 210 0 3.47107 28 0 0.0289256 0 462 1386 0 6 6 1 0.0130152
g38-g68 11 0 121 210 0 3.47107 28 0 0.0289256 0 462 6930 0 30 30 1 0.0650759
g38-g69 11 0 121 210 0 3.47107 28 0 0.0289256 0 500 1479 0 5.916 12 0 0.0118557
g38-g70 11 0 121 210 0 3.47107 28 0 0.0289256 0 501 756 0 3.01796 10 0 0.00603593
g38-g71 11 0 121 210 0 3.47107 28 0 0.0289256 0 501 1497 0 5.97605 18 0 0.0119521
g38-g72 11 0 121 210 0 3.47107 28 0 0.0289256 0 561 147 0 0.524064 17 0 0.000935829
g38-g74 11 0 121 210 0 3.47107 28 0 0.0289256 0 585 1228 0 4.19829 113 0 0.00718885
g38-g75 11 0 121 210 0 3.47107 28 0 0.0289256 0 610 7438 0 24.3869 154 0 0.0400441
g38-g76 11 0 121 210 0 3.47107 28 0 0.0289256 0 610 35465 0 116.279 256 0 0.190934
g38-g77 11 0 121 210 0 3.47107 28 0 0.0289256 0 610 82562 0 270.695 360 0 0.444491
g38-g78 11 0 121 210 0 3.47107 28 0 0.0289256 0 627 3545 0 11.3078 19 0 0.0180636
g38-g79 11 0 121 210 0 3.47107 28 0 0.0289256 0 763 1902 0 4.98558 14 0 0.00654276
g38-g80 11 0 121 210 0 3.47107 28 0 0.0289256 1 891 318 0 0.713805 6 0 0.000802028
g38-g81 11 0 121 210 0 3.47107 28 0 0.0289256 1 1010 5994 0 11.8693 12 0 0.0117634
g38-g83 11 0 121 210 0 3.47107 28 0 0.0289256 1 1024 5120 0 10 10 1 0.00977517
g38-g84 11 0 121 210 0 3.47107 28 0 0.0289256 1 1024 61440 0 120 120 1 0.117302
g38-g85 11 0 121 210 0 3.47107 28 0 0.0289256 1 1050 1574 0 2.9981 3 0 0.00285805
g38-g87 11 0 121 210 0 3.47107 28 0 0.0289256 1 1057 3561 0 6.73794 23 0 0.00638062
g38-g88 11 0 121 210 0 3.47107 28 0 0.0289256 1 1057 4028 0 7.62157 22 0 0.0072174
g38-g89 11 0 121 210 0 3.47107 28 0 0.0289256 1 1092 2184 0 4 4 1 0.00366636
g38-g90 11 0 121 210 0 3.47107 28 0 0.0289256 2 1430 5005 0 7 7 1 0.00489853
g38-g91 11 0 121 210 0 3.47107 28 0 0.0289256 2 1446 3162 0 4.37344 219 0 0.0030266
g38-g92 11 0 121 210 0 3.47107 28 0 0.0289256 3 1619 3517 0 4.34466 176 0 0.0026852
g38-g94 11 0 121 210 0 3.47107 28 0 0.0289256 4 1860 5590 0 6.01075 9 0 0.00323333
g38-g95 11 0 121 210 0 3.47107 28 0 0.0289256 5 2000 1396 0 1.396 11 0 0.000698349
g38-g96 11 0 121 210 0 3.47107 28 0 0.0289256 5 2000 1657 0 1.657 13 0 0.000828914
g38-g97 11 0 121 210 0 3.47107 28 0 0.0289256 5 2000 1685 0 1.685 11 0 0.000842921
g38-g98 11 0 121 210 0 3.47107 28 0 0.0289256 5 2000 2573 0 2.573 14 0 0.00128714
g38-g99 11 0 121 210 0 3.47107 28 0 0.0289256 5 2000 2575 0 2.575 14 0 0.00128814
g39-g100 11 0 121 320 0 5.28926 6 0 0.0440771 5 2016 2000 0 1.98413 2 0 0.000984678
g39-g101 11 0 121 320 0 5.28926 6 0 0.0440771 6 2184 6552 0 6 6 1 0.00274851
g39-g102 11 0 121 320 0 5.28926 6 0 0.0440771 6 2184 8736 0 8 8 1 0.00366468
g39-g103 11 0 121 320 0 5.28926 6 0 0.0440771 6 2184 13104 0 12 12 1 0.00549702
g39-g104 11 0 121 320 0 5.28926 6 0 0.0440771 14 3300 6596 0 3.99758 20 0 0.00121175
g39-g105 11 0 121 320 0 5.28926 6 0 0.0440771 14 3317 6617 0 3.98975 20 0 0.00120318
g39-g106 11 0 121 320 0 5.28926 6 0 0.0440771 25 4493 13619 0 6.06232 25 0 0.00134958
g39-g107 11 0 121 320 0 5.28926 6 0 0.0440771 25 4494 9812 0 4.36671 23 0 0.000971892
g39-g108 11 0 121 320 0 5.28926 6 0 0.0440771 29 4866 10840 0 4.4554 24 0 0.000915808
g39-g109 11 0 121 320 0 5.28926 6 0 0.0440771 31 5040 15120 0 6 6 1 0.00119071
g39-g110 11 0 121 320 0 5.28926 6 0 0.0440771 36 5448 36105 0 13.2544 39 0 0.00243334
g39-g111 11 0 121 320 0 5.28926 6 0 0.0440771 40 5757 14135 0 4.91054 25 0 0.000853117
g39-g112 11 0 121 320 0 5.28926 6 0 0.0440771 54 6671 14066 0 4.21706 419 0 0.000632243
g39-g51 11 0 121 320 0 5.28926 6 0 0.0440771 0 138 493 0 7.14493 71 0 0.0521528
g39-g52 11 0 121 320 0 5.28926 6 0 0.0440771 0 161 356 0 4.42236 40 0 0.0276398
g39-g53 11 0 121 320 0 5.28926 6 0 0.0440771 0 168 836 0 9.95238 14 0 0.0595951
g39-g54 11 0 121 320 0 5.28926 6 0 0.0440771 0 256 941 0 7.35156 22 0 0.0288297
g39-g55 11 0 121 320 0 5.28926 6 0 0.0440771 0 256 962 0 7.51562 15 0 0.029473
g39-g56 11 0 121 320 0 5.28926 6 0 0.0440771 0 256 1000 0 7.8125 25 0 0.0306373
g39-g57 11 0 121 320 0 5.28926 6 0 0.0440771 0 280 61 0 0.435714 7 0 0.0015617
g39-g61 11 0 121 320 0 5.28926 6 0 0.0440771 0 331 930 0 5.61934 6 0 0.0170283
g39-g62 11 0 121 320 0 5.28926 6 0 0.0440771 0 377 962 0 5.10345 103 0 0.013573
g39-g63 11 0 121 320 0 5.28926 6 0 0.0440771 0 400 2860 0 14.3 26 0 0.0358396
g39-g64 11 0 121 320 0 5.28926 6 0 0.0440771 0 400 9960 0 49.8 165 0 0.124812
g39-g65 11 0 121 320 0 5.28926 6 0 0.0440771 0 435 2520 0 11.5862 12 0 0.0266963
g39-g67 11 0 121 320 0 5.28926 6 0 0.0440771 0 462 1386 0 6 6 1 0.0130152
g39-g68 11 0 121 320 0 5.28926 6 0 0.0440771 0 462 6930 0 30 30 1 0.0650759
g39-g69 11 0 121 320 0 5.28926 6 0 0.0440771 0 500 1479 0 5.916 12 0 0.0118557
g39-g70 11 0 121 320 0 5.28926 6 0 0.0440771 0 501 756 0 3.01796 10 0 0.00603593
g39-g71 11 0 121 320 0 5.28926 6 0 0.0440771 0 501 1497 0 5.97605 18 0 0.0119521
g39-g72 11 0 121 320 0 5.28926 6 0 0.0440771 0 561 147 0 0.524064 17 0 0.000935829
g39-g74 11 0 121 320 0 5.28926 6 0 0.0440771 0 585 1228 0 4.19829 113 0 0.00718885
g39-g75 11 0 121 320 0 5.28926 6 0 0.0440771 0 610 7438 0 24.3869 154 0 0.0400441
g39-g76 11 0 121 320 0 5.28926 6 0 0.0440771 0 610 35465 0 116.279 256 0 0.190934
g39-g77 11 0 121 320 0 5.28926 6 0 0.0440771 0 610 82562 0 270.695 360 0 0.444491
g39-g78 11 0 121 320 0 5.28926 6 0 0.0440771 0 627 3545 0 11.3078 19 0 0.0180636
g39-g79 11 0 121 320 0 5.28926 6 0 0.0440771 0 763 1902 0 4.98558 14 0 0.00654276
g39-g80 11 0 121 320 0 5.28926 6 0 0.0440771 1 891 318 0 0.713805 6 0 0.000802028
g39-g81 11 0 121 320 0 5.28926 6 0 0.0440771 1 1010 5994 0 11.8693 12 0 0.0117634
g39-g83 11 0 121 320 0 5.28926 6 0 0.0440771 1 1024 5120 0 10 10 1 0.00977517
g39-g84 11 0 121 320 0 5.28926 6 0 0.0440771 1 1024 61440 0 120 120 1 0.117302
g39-g85 11 0 121 320 0 5.28926 6 0 0.0440771 1 1050 1574 0 2.9981 3 0 0.00285805
g39-g87 11 0 121 320 0 5.28926 6 0 0.0440771 1 1057 3561 0 6.73794 23 0 0.00638062
g39-g88 11 0 121 320 0 5.28926 6 0 0.0440771 1 1057 4028 0 7.62157 22 0 0.0072174
g39-g89 11 0 121 320 0 5.28926 6 0 0.0440771 1 1092 2184 0 4 4 1 0.00366636
g39-g90 11 0 121 320 0 5.28926 6 0 0.0440771 2 1430 5005 0 7 7 1 0.00489853
g39-g91 11 0 121 320 0 5.28926 6 0 0.0440771 2 1446 3162 0 4.37344 219 0 0.0030266
g39-g92 11 0 121 320 0 5.28926 6 0 0.0440771 3 1619 3517 0 4.34466 176 0 0.0026852
g39-g94 11 0 121 320 0 5.28926 6 0 0.0440771 4 1860 5590 0 6.01075 9 0 0.00323333
g39-g95 11 0 121 320 0 5.28926 6 0 0.0440771 5 2000 1396 0 1.396 11 0 0.000698349
g39-g96 11 0 121 320 0 5.28926 6 0 0.0440771 5 2000 1657 0 1.657 13 0 0.000828914
g39-g97 11 0 121 320 0 5.28926 6 0 0.0440771 5 2000 1685 0 1.685 11 0 0.000842921
g39-g98 11 0 121 320 0 5.28926 6 0 0.0440771 5 2000 2573 0 2.573 14 0 0.00128714
g39-g99 11 0 121 320 0 5.28926 6 0 0.0440771 5 2000 2575 0 2.575 14 0 0.00128814
g4-g100 11 0 10 45 0 9 9 1 1 5 2016 2000 0 1.98413 2 0 0.000984678
g4-g101 11 0 10 45 0 9 9 1 1 6 2184 6552 0 6 6 1 0.00274851
g4-g102 11 0 10 45 0 9 9 1 1 6 2184 8736 0 8 8 1 0.00366468
g4-g103 11 0 10 45 0 9 9 1 1 6 2184 13104 0 12 12 1 0.00549702
g4-g104 11 0 10 45 0 9 9 1 1 14 3300 6596 0 3.99758 20 0 0.00121175
g4-g105 11 0 10 45 0 9 9 1 1 14 3317 6617 0 3.98975 20 0 0.00120318
g4-g106 11 0 10 45 0 9 9 1 1 25 4493 13619 0 6.06232 25 0 0.00134958
g4-g107 11 0 10 45 0 9 9 1 1 25 4494 9812 0 4.36671 23 0 0.000971892
g4-g108 11 0 10 45 0 9 9 1 1 29 4866 10840 0 4.4554 24 0 0.000915808
g4-g109 11 0 10 45 0 9 9 1 1 31 5040 15120 0 6 6 1 0.00119071
g4-g110 11 0 10 45 0 9 9 1 1 36 5448 36105 0 13.2544 39 0 0.00243334
g4-g111 11 0 10 45 0 9 9 1 1 41 5757 14135 0 4.91054 25 0 0.000853117
g4-g112 11 0 10 45 0 9 9 1 1 54 6671 14066 0 4.21706 419 0 0.000632243
g4-g51 11 0 10 45 0 9 9 1 1 0 138 493 0 7.14493 71 0 0.0521528
g4-g52 11 0 10 45 0 9 9 1 1 0 161 356 0 4.42236 40 0 0.0276398
g4-g53 11 0 10 45 0 9 9 1 1 0 168 836 0 9.95238 14 0 0.0595951
g4-g54 11 0 10 45 0 9 9 1 1 0 256 941 0 7.35156 22 0 0.0288297
g4-g55 11 0 10 45 0 9 9 1 1 0 256 962 0 7.51562 15 0 0.029473
g4-g56 11 0 10 45 0 9 9 1 1 0 256 1000 0 7.8125 25 0 0.0306373
g4-g57 11 0 10 45 0 9 9 1 1 0 280 61 0 0.435714 7 0 0.0015617
g4-g61 11 0 10 45 0 9 9 1 1 0 331 930 0 5.61934 6 0 0.0170283
g4-g62 11 0 10 45 0 9 9 1 1 0 377 962 0 5.10345 103 0 0.013573
g4-g63 11 0 10 45 0 9 9 1 1 0 400 2860 0 14.3 26 0 0.0358396
g4-g64 11 0 10 45 0 9 9 1 1 0 400 9960 0 49.8 165 0 0.124812
g4-g65 11 0 10 45 0 9 9 1 1 0 435 2520 0 11.5862 12 0 0.0266963
g4-g67 11 0 10 45 0 9 9 1 1 0 462 1386 0 6 6 1 0.0130152
g4-g68 11 0 10 45 0 9 9 1 1 0 462 6930 0 30 30 1 0.0650759
g4-g69 11 0 10 45 0 9 9 1 1 0 500 1479 0 5.916 12 0 0.0118557
g4-g70 11 0 10 45 0 9 9 1 1 0 501 756 0 3.01796 10 0 0.00603593
g4-g71 11 0 10 45 0 9 9 1 1 0 501 1497 0 5.97605 18 0 0.0119521
g4-g72 11 0 10 45 0 9 9 1 1 0 561 147 0 0.524064 17 0 0.000935829
g4-g74 11 0 10 45 0 9 9 1 1 0 585 1228 0 4.19829 113 0 0.00718885
g4-g75 11 0 10 45 0 9 9 1 1 0 610 7438 0 24.3869 154 0 0.0400441
g4-g76 11 0 10 45 0 9 9 1 1 0 610 35465 0 116.279 256 0 0.190934
g4-g77 11 0 10 45 0 9 9 1 1 0 610 82562 0 270.695 360 0 0.444491
g4-g78 11 0 10 45 0 9 9 1 1 0 627 3545 0 11.3078 19 0 0.0180636
g4-g79 11 0 10 45 0 9 9 1 1 0 763 1902 0 4.98558 14 0 0.00654276
g4-g80 11 0 10 45 0 9 9 1 1 1 891 318 0 0.713805 6 0 0.000802028
g4-g81 11 0 10 45 0 9 9 1 1 1 1010 5994 0 11.8693 12 0 0.0117634
g4-g83 11 0 10 45 0 9 9 1 1 1 1024 5120 0 10 10 1 0.00977517
g4-g84 11 0 10 45 0 9 9 1 1 1 1024 61440 0 120 120 1 0.117302
g4-g85 11 0 10 45 0 9 9 1 1 1 1050 1574 0 2.9981 3 0 0.00285805
g4-g87 11 0 10 45 0 9 9 1 1 1 1057 3561 0 6.73794 23 0 0.00638062
g4-g88 11 0 10 45 0 9 9 1 1 1 1057 4028 0 7.62157 22 0 0.0072174
g4-g89 11 0 10 45 0 9 9 1 1 1 1092 2184 0 4 4 1 0.00366636
g4-g90 11 0 10 45 0 9 9 1 1 2 1430 5005 0 7 7 1 0.00489853
g4-g91 11 0 10 45 0 9 9 1 1 2 1446 3162 0 4.37344 219 0 0.0030266
g4-g92 11 0 10 45 0 9 9 1 1 3 1619 3517 0 4.34466 176 0 0.0026852
g4-g94 11 0 10 45 0 9 9 1 1 4 1860 5590 0 6.01075 9 0 0.00323333
g4-g95 11 0 10 45 0 9 9 1 1 5 2000 1396 0 1.396 11 0 0.000698349
g4-g96 11 0 10 45 0 9 9 1 1 5 2000 1657 0 1.657 13 0 0.000828914
g4-g97 11 0 10 45 0 9 9 1 1 5 2000 1685 0 1.685 11 0 0.000842921
g4-g98 11 0 10 45 0 9 9 1 1 5 2000 2573 0 2.573 14 0 0.00128714
g4-g99 11 0 10 45 0 9 9 1 1 5 2000 2575 0 2.575 14 0 0.00128814
g40-g100 11 0 121 3600 0 59.5041 65 0 0.495868 5 2016 2000 0 1.98413 2 0 0.000984678
g40-g101 11 0 121 3600 0 59.5041 65 0 0.495868 6 2184 6552 0 6 6 1 0.00274851
g40-g102 11 0 121 3600 0 59.5041 65 0 0.495868 6 2184 8736 0 8 8 1 0.00366468
g40-g103 11 0 121 3600 0 59.5041 65 0 0.495868 6 2184 13104 0 12 12 1 0.00549702
g40-g104 11 0 121 3600 0 59.5041 65 0 0.495868 14 3300 6596 0 3.99758 20 0 0.00121175
g40-g105 11 0 121 3600 0 59.5041 65 0 0.495868 14 3317 6617 0 3.98975 20 0 0.00120318
g40-g106 11 0 121 3600 0 59.5041 65 0 0.495868 25 4493 13619 0 6.06232 25 0 0.00134958
g40-g107 11 0 121 3600 0 59.5041 65 0 0.495868 25 4494 9812 0 4.36671 23 0 0.000971892
g40-g108 11 0 121 3600 0 59.5041 65 0 0.495868 29 4866 10840 0 4.4554 24 0 0.000915808
g40-g109 11 0 121 3600 0 59.5041 65 0 0.495868 31 5040 15120 0 6 6 1 0.00119071
g40-g110 11 0 121 3600 0 59.5041 65 0 0.495868 36 5448 36105 0 13.2544 39 0 0.00243334
g40-g111 11 0 121 3600 0 59.5041 65 0 0.495868 40 5757 14135 0 4.91054 25 0 0.000853117
g40-g112 11 0 121 3600 0 59.5041 65 0 0.495868 54 6671 14066 0 4.21706 419 0 0.000632243
g40-g51 11 0 121 3600 0 59.5041 65 0 0.495868 0 138 493 0 7.14493 71 0 0.0521528
g40-g52 11 0 121 3600 0 59.5041 65 0 0.495868 0 161 356 0 4.42236 40 0 0.0276398
g40-g53 11 0 121 3600 0 59.5041 65 0 0.495868 0 168 836 0 9.95238 14 0 0.0595951
g40-g54 11 0 121 3600 0 59.5041 65 0 0.495868 0 256 941 0 7.35156 22 0 0.0288297
g40-g55 11 0 121 3600 0 59.5041 65 0 0.495868 0 256 962 0 7.51562 15 0 0.029473
g40-g56 11 0 121 3600 0 59.5041 65 0 0.495868 0 256 1000 0 7.8125 25 0 0.0306373
g40-g57 11 0 121 3600 0 59.5041 65 0 0.495868 0 280 61 0 0.435714 7 0 0.0015617
g40-g61 11 0 121 3600 0 59.5041 65 0 0.495868 0 331 930 0 5.61934 6 0 0.0170283
g40-g62 11 0 121 3600 0 59.5041 65 0 0.495868 0 377 962 0 5.10345 103 0 0.013573
g40-g63 11 0 121 3600 0 59.5041 65 0 0.495868 0 400 2860 0 14.3 26 0 0.0358396
g40-g64 11 0 121 3600 0 59.5041 65 0 0.495868 0 400 9960 0 49.8 165 0 0.124812
g40-g65 11 0 121 3600 0 59.5041 65 0 0.495868 0 435 2520 0 11.5862 12 0 0.0266963
g40-g67 11 0 121 3600 0 59.5041 65 0 0.495868 0 462 1386 0 6 6 1 0.0130152
g40-g68 11 0 121 3600 0 59.5041 65 0 0.495868 0 462 6930 0 30 30 1 0.0650759
g40-g69 11 0 121 3600 0 59.5041 65 0 0.495868 0 500 1479 0 5.916 12 0 0.0118557
g40-g70 11 0 121 3600 0 59.5041 65 0 0.495868 0 501 756 0 3.01796 10 0 0.00603593
g40-g71 11 0 121 3600 0 59.5041 65 0 0.495868 0 501 1497 0 5.97605 18 0 0.0119521
g40-g72 11 0 121 3600 0 59.5041 65 0 0.495868 0 561 147 0 0.524064 17 0 0.000935829
g40-g74 11 0 121 3600 0 59.5041 65 0 0.495868 0 585 1228 0 4.19829 113 0 0.00718885
g40-g75 11 0 121 3600 0 59.5041 65 0 0.495868 0 610 7438 0 24.3869 154 0 0.0400441
g40-g76 11 0 121 3600 0 59.5041 65 0 0.495868 0 610 35465 0 116.279 256 0 0.190934
g40-g77 11 0 121 3600 0 59.5041 65 0 0.495868 0 610 82562 0 270.695 360 0 0.444491
g40-g78 11 0 121 3600 0 59.5041 65 0 0.495868 0 627 3545 0 11.3078 19 0 0.0180636
g40-g79 11 0 121 3600 0 59.5041 65 0 0.495868 0 763 1902 0 4.98558 14 0 0.00654276
g40-g80 11 0 121 3600 0 59.5041 65 0 0.495868 1 891 318 0 0.713805 6 0 0.000802028
g40-g81 11 0 121 3600 0 59.5041 65 0 0.495868 1 1010 5994 0 11.8693 12 0 0.0117634
g40-g83 11 0 121 3600 0 59.5041 65 0 0.495868 1 1024 5120 0 10 10 1 0.00977517
g40-g84 11 0 121 3600 0 59.5041 65 0 0.495868 1 1024 61440 0 120 120 1 0.117302
g40-g85 11 0 121 3600 0 59.5041 65 0 0.495868 1 1050 1574 0 2.9981 3 0 0.00285805
g40-g87 11 0 121 3600 0 59.5041 65 0 0.495868 1 1057 3561 0 6.73794 23 0 0.00638062
g40-g88 11 0 121 3600 0 59.5041 65 0 0.495868 1 1057 4028 0 7.62157 22 0 0.0072174
g40-g89 11 0 121 3600 0 59.5041 65 0 0.495868 1 1092 2184 0 4 4 1 0.00366636
g40-g90 11 0 121 3600 0 59.5041 65 0 0.495868 2 1430 5005 0 7 7 1 0.00489853
g40-g91 11 0 121 3600 0 59.5041 65 0 0.495868 2 1446 3162 0 4.37344 219 0 0.0030266
g40-g92 11 0 121 3600 0 59.5041 65 0 0.495868 3 1619 3517 0 4.34466 176 0 0.0026852
g40-g94 11 0 121 3600 0 59.5041 65 0 0.495868 4 1860 5590 0 6.01075 9 0 0.00323333
g40-g95 11 0 121 3600 0 59.5041 65 0 0.495868 5 2000 1396 0 1.396 11 0 0.000698349
g40-g96 11 0 121 3600 0 59.5041 65 0 0.495868 5 2000 1657 0 1.657 13 0 0.000828914
g40-g97 11 0 121 3600 0 59.5041 65 0 0.495868 5 2000 1685 0 1.685 11 0 0.000842921
g40-g98 11 0 121 3600 0 59.5041 65 0 0.495868 5 2000 2573 0 2.573 14 0 0.00128714
g40-g99 11 0 121 3600 0 59.5041 65 0 0.495868 5 2000 2575 0 2.575 14 0 0.00128814
g41-g100 11 0 128 368 0 5.75 10 0 0.0452756 5 2016 2000 0 1.98413 2 0 0.000984678
g41-g101 11 0 128 368 0 5.75 10 0 0.0452756 6 2184 6552 0 6 6 1 0.00274851
g41-g102 11 0 128 368 0 5.75 10 0 0.0452756 6 2184 8736 0 8 8 1 0.00366468
g41-g103 11 0 128 368 0 5.75 10 0 0.0452756 6 2184 13104 0 12 12 1 0.00549702
g41-g104 11 0 128 368 0 5.75 10 0 0.0452756 14 3300 6596 0 3.99758 20 0 0.00121175
