instance family pattern-time pattern-isconnected pattern-meandistance pattern-maxdistance pattern-proportiondistancege2 pattern-proportiondistancege3 pattern-proportiondistancege4 target-time target-isconnected target-meandistance target-maxdistance target-proportiondistancege2 target-proportiondistancege3 target-proportiondistancege4
g8-g110 11 0 1 2.65517 6 0.828889 0.54 0.197778 9935 1 5.67628 16 0.997384 0.977723 0.912432
g8-g111 11 0 1 2.65517 6 0.828889 0.54 0.197778 5786 0 8.34249 29 0.608189 0.604462 0.592038
g8-g112 11 0 1 2.65517 6 0.828889 0.54 0.197778 5961 1 9.66358 26 0.999218 0.990909 0.966094
g8-g51 11 0 1 2.65517 6 0.828889 0.54 0.197778 1 1 2.44843 5 0.940979 0.453896 0.0384373
g8-g52 11 0 1 2.65517 6 0.828889 0.54 0.197778 1 0 3.3828 8 0.857992 0.650361 0.44435
g8-g53 11 0 1 2.65517 6 0.828889 0.54 0.197778 2 1 2.77816 5 0.934807 0.660998 0.170068
g8-g54 11 0 1 2.65517 6 0.828889 0.54 0.197778 5 0 3.11824 6 0.839233 0.653748 0.293427
g8-g55 11 0 1 2.65517 6 0.828889 0.54 0.197778 5 1 3.16562 6 0.966736 0.788788 0.359772
g8-g56 11 0 1 2.65517 6 0.828889 0.54 0.197778 5 0 3.07479 6 0.859406 0.6586 0.283356
g8-g57 11 0 1 2.65517 6 0.828889 0.54 0.197778 1 0 1.21795 2 0.000433673 0 0
g8-g61 11 0 1 2.65517 6 0.828889 0.54 0.197778 5 1 9.57583 20 0.980002 0.948294 0.904044
g8-g62 11 0 1 2.65517 6 0.828889 0.54 0.197778 7 1 3.58877 8 0.98381 0.789438 0.529125
g8-g63 11 0 1 2.65517 6 0.828889 0.54 0.197778 24 1 3.46867 7 0.96175 0.7955 0.485625
g8-g64 11 0 1 2.65517 6 0.828889 0.54 0.197778 51 1 2.23575 4 0.873 0.334475 0.0251875
g8-g65 11 0 1 2.65517 6 0.828889 0.54 0.197778 27 1 2.72983 4 0.971066 0.725961 0.0288228
g8-g67 11 0 1 2.65517 6 0.828889 0.54 0.197778 12 1 4.10195 5 0.984848 0.919913 0.757576
g8-g68 11 0 1 2.65517 6 0.828889 0.54 0.197778 57 1 2.73319 5 0.9329 0.608225 0.175325
g8-g69 11 0 1 2.65517 6 0.828889 0.54 0.197778 22 1 8.2421 16 0.986168 0.959528 0.915912
g8-g70 11 0 1 2.65517 6 0.828889 0.54 0.197778 17 0 10.4096 21 0.929207 0.916905 0.897128
g8-g71 11 0 1 2.65517 6 0.828889 0.54 0.197778 22 1 7.14825 13 0.986076 0.958171 0.908729
g8-g72 11 0 1 2.65517 6 0.828889 0.54 0.197778 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g8-g74 11 0 1 2.65517 6 0.828889 0.54 0.197778 18 1 3.55758 4 0.991114 0.816802 0.745293
g8-g75 11 0 1 2.65517 6 0.828889 0.54 0.197778 32 0 2.58237 7 0.391094 0.220263 0.0605697
g8-g76 11 0 1 2.65517 6 0.828889 0.54 0.197778 155 0 2.12389 4 0.749643 0.288019 0.0190863
g8-g77 11 0 1 2.65517 6 0.828889 0.54 0.197778 318 1 1.59555 3 0.554598 0.0399785 0
g8-g78 11 0 1 2.65517 6 0.828889 0.54 0.197778 66 1 4.8729 19 0.98037 0.898555 0.717637
g8-g79 11 0 1 2.65517 6 0.828889 0.54 0.197778 41 1 5.61555 8 0.992155 0.958017 0.895448
g8-g80 11 0 1 2.65517 6 0.828889 0.54 0.197778 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g8-g81 11 0 1 2.65517 6 0.828889 0.54 0.197778 206 1 3.06555 5 0.987258 0.866376 0.209844
g8-g83 11 0 1 2.65517 6 0.828889 0.54 0.197778 163 1 5.00489 10 0.989258 0.945312 0.828125
g8-g84 11 0 1 2.65517 6 0.828889 0.54 0.197778 789 1 2.35582 4 0.881836 0.427734 0.0449219
g8-g85 11 0 1 2.65517 6 0.828889 0.54 0.197778 88 1 8.09967 13 0.996192 0.990485 0.979142
g8-g87 11 0 1 2.65517 6 0.828889 0.54 0.197778 129 0 5.16013 12 0.983245 0.939526 0.853035
g8-g88 11 0 1 2.65517 6 0.828889 0.54 0.197778 141 0 5.66995 14 0.988064 0.947504 0.864237
g8-g89 11 0 1 2.65517 6 0.828889 0.54 0.197778 110 1 5.7791 8 0.995421 0.984432 0.951465
g8-g90 11 0 1 2.65517 6 0.828889 0.54 0.197778 266 1 6.00551 11 0.994406 0.974825 0.92028
g8-g91 11 0 1 2.65517 6 0.828889 0.54 0.197778 163 1 6.394 18 0.996284 0.964252 0.883107
g8-g92 11 0 1 2.65517 6 0.828889 0.54 0.197778 228 1 6.96525 17 0.996699 0.975941 0.922645
g8-g94 11 0 1 2.65517 6 0.828889 0.54 0.197778 469 1 7.67313 16 0.996231 0.985283 0.958354
g8-g95 11 0 1 2.65517 6 0.828889 0.54 0.197778 149 0 13.1693 36 0.068187 0.067156 0.0656085
g8-g96 11 0 1 2.65517 6 0.828889 0.54 0.197778 176 0 13.4234 41 0.145044 0.143656 0.141219
g8-g97 11 0 1 2.65517 6 0.828889 0.54 0.197778 181 0 15.947 47 0.160597 0.159242 0.156982
g8-g98 11 0 1 2.65517 6 0.828889 0.54 0.197778 266 0 12.7987 36 0.351012 0.348286 0.342952
g8-g99 11 0 1 2.65517 6 0.828889 0.54 0.197778 268 0 12.8334 36 0.350418 0.34769 0.342357
g9-g100 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 130 0 1.33155 2 0.000488158 0 0
g9-g101 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 703 1 4.83463 7 0.996795 0.983059 0.914377
g9-g102 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 828 1 4.25744 6 0.995879 0.970238 0.820971
g9-g103 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1098 1 3.73065 6 0.994048 0.933608 0.61859
g9-g104 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1395 0 8.83072 28 0.517559 0.513402 0.501871
g9-g105 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1402 0 8.82651 28 0.51486 0.51073 0.499268
g9-g106 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 4958 1 8.34333 29 0.998428 0.992345 0.971973
g9-g107 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 2966 0 8.56683 25 0.553997 0.550267 0.538928
g9-g108 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 3670 0 8.55453 27 0.579695 0.576075 0.564798
g9-g109 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 4233 1 10.5021 21 0.998611 0.994643 0.984921
g9-g110 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 9845 1 5.67628 16 0.997384 0.977723 0.912432
g9-g111 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5691 0 8.34249 29 0.608189 0.604462 0.592038
g9-g112 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5975 1 9.66358 26 0.999218 0.990909 0.966094
g9-g51 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1 1 2.44843 5 0.940979 0.453896 0.0384373
g9-g52 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1 0 3.3828 8 0.857992 0.650361 0.44435
g9-g53 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 2 1 2.77816 5 0.934807 0.660998 0.170068
g9-g54 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5 0 3.11824 6 0.839233 0.653748 0.293427
g9-g55 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5 1 3.16562 6 0.966736 0.788788 0.359772
g9-g56 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5 0 3.07479 6 0.859406 0.6586 0.283356
g9-g57 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 1 0 1.21795 2 0.000433673 0 0
g9-g61 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 5 1 9.57583 20 0.980002 0.948294 0.904044
g9-g62 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 7 1 3.58877 8 0.98381 0.789438 0.529125
g9-g63 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 23 1 3.46867 7 0.96175 0.7955 0.485625
g9-g64 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 51 1 2.23575 4 0.873 0.334475 0.0251875
g9-g65 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 27 1 2.72983 4 0.971066 0.725961 0.0288228
g9-g67 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 12 1 4.10195 5 0.984848 0.919913 0.757576
g9-g68 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 57 1 2.73319 5 0.9329 0.608225 0.175325
g9-g69 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 23 1 8.2421 16 0.986168 0.959528 0.915912
g9-g70 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 17 0 10.4096 21 0.929207 0.916905 0.897128
g9-g71 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 22 1 7.14825 13 0.986076 0.958171 0.908729
g9-g72 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 7 0 3.11838 8 0.0127542 0.00960851 0.00505845
g9-g74 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 19 1 3.55758 4 0.991114 0.816802 0.745293
g9-g75 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 32 0 2.58237 7 0.391094 0.220263 0.0605697
g9-g76 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 155 0 2.12389 4 0.749643 0.288019 0.0190863
g9-g77 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 319 1 1.59555 3 0.554598 0.0399785 0
g9-g78 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 67 1 4.8729 19 0.98037 0.898555 0.717637
g9-g79 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 41 1 5.61555 8 0.992155 0.958017 0.895448
g9-g80 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 22 0 5.91067 15 0.00703884 0.00635864 0.00571874
g9-g81 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 205 1 3.06555 5 0.987258 0.866376 0.209844
g9-g83 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 162 1 5.00489 10 0.989258 0.945312 0.828125
g9-g84 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 790 1 2.35582 4 0.881836 0.427734 0.0449219
g9-g85 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 87 1 8.09967 13 0.996192 0.990485 0.979142
g9-g87 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 128 0 5.16013 12 0.983245 0.939526 0.853035
g9-g88 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 143 0 5.66995 14 0.988064 0.947504 0.864237
g9-g89 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 110 1 5.7791 8 0.995421 0.984432 0.951465
g9-g90 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 267 1 6.00551 11 0.994406 0.974825 0.92028
g9-g91 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 162 1 6.394 18 0.996284 0.964252 0.883107
g9-g92 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 228 1 6.96525 17 0.996699 0.975941 0.922645
g9-g94 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 468 1 7.67313 16 0.996231 0.985283 0.958354
g9-g95 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 152 0 13.1693 36 0.068187 0.067156 0.0656085
g9-g96 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 177 0 13.4234 41 0.145044 0.143656 0.141219
g9-g97 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 182 0 15.947 47 0.160597 0.159242 0.156982
g9-g98 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 268 0 12.7987 36 0.351012 0.348286 0.342952
g9-g99 11 0 0 2.25979 4 0.318481 0.184076 0.0146092 267 0 12.8334 36 0.350418 0.34769 0.342357
g10-g58-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 3 0 3.33644 7 0.340077 0.282015 0.14602
g10-g59-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 3 0 3.48577 9 0.406046 0.340434 0.176964
g10-g60-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 5 0 2.90538 6 0.865 0.635281 0.179107
g10-g66-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 27 1 2.72983 4 0.971066 0.725961 0.0288228
g10-g73-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 29 0 3.32517 9 0.921407 0.793611 0.35005
g10-g82-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 208 1 3.06555 5 0.987258 0.866376 0.209844
g10-g86-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 90 1 8.09967 13 0.996192 0.990485 0.979142
g10-g93-normed 11 0 1 3.22195 7 0.880428 0.672219 0.415229 5658 1 2.01206 3 0.870432 0.141062 0
g11-g58-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 3 0 3.33644 7 0.340077 0.282015 0.14602
g11-g59-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 3 0 3.48577 9 0.406046 0.340434 0.176964
g11-g60-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 5 0 2.90538 6 0.865 0.635281 0.179107
g11-g66-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 27 1 2.72983 4 0.971066 0.725961 0.0288228
g11-g73-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 29 0 3.32517 9 0.921407 0.793611 0.35005
g11-g82-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 207 1 3.06555 5 0.987258 0.866376 0.209844
g11-g86-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 88 1 8.09967 13 0.996192 0.990485 0.979142
g11-g93-normed 11 0 1 2.98955 9 0.846939 0.572562 0.295918 5720 1 2.01206 3 0.870432 0.141062 0
g12-g58-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 3 0 3.33644 7 0.340077 0.282015 0.14602
g12-g59-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 3 0 3.48577 9 0.406046 0.340434 0.176964
g12-g60-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 6 0 2.90538 6 0.865 0.635281 0.179107
g12-g66-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 27 1 2.72983 4 0.971066 0.725961 0.0288228
g12-g73-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 29 0 3.32517 9 0.921407 0.793611 0.35005
g12-g82-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 206 1 3.06555 5 0.987258 0.866376 0.209844
g12-g86-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 88 1 8.09967 13 0.996192 0.990485 0.979142
g12-g93-normed 11 0 0 2.18788 4 0.68316 0.282118 0.0555556 5592 1 2.01206 3 0.870432 0.141062 0
g13-g58-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 3 0 3.33644 7 0.340077 0.282015 0.14602
g13-g59-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 3 0 3.48577 9 0.406046 0.340434 0.176964
g13-g60-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 6 0 2.90538 6 0.865 0.635281 0.179107
g13-g66-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 27 1 2.72983 4 0.971066 0.725961 0.0288228
g13-g73-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 29 0 3.32517 9 0.921407 0.793611 0.35005
g13-g82-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 206 1 3.06555 5 0.987258 0.866376 0.209844
g13-g86-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 88 1 8.09967 13 0.996192 0.990485 0.979142
g13-g93-normed 11 0 0 2.13765 4 0.51312 0.184923 0.00416493 5643 1 2.01206 3 0.870432 0.141062 0
g14-g58-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 3 0 3.33644 7 0.340077 0.282015 0.14602
g14-g59-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 3 0 3.48577 9 0.406046 0.340434 0.176964
g14-g60-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 5 0 2.90538 6 0.865 0.635281 0.179107
g14-g66-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 27 1 2.72983 4 0.971066 0.725961 0.0288228
g14-g73-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 30 0 3.32517 9 0.921407 0.793611 0.35005
g14-g82-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 208 1 3.06555 5 0.987258 0.866376 0.209844
g14-g86-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 88 1 8.09967 13 0.996192 0.990485 0.979142
g14-g93-normed 11 0 0 2.56151 5 0.5696 0.3448 0.1016 5657 1 2.01206 3 0.870432 0.141062 0
g15-g58-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 3 0 3.33644 7 0.340077 0.282015 0.14602
g15-g59-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 3 0 3.48577 9 0.406046 0.340434 0.176964
g15-g60-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 6 0 2.90538 6 0.865 0.635281 0.179107
g15-g66-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 27 1 2.72983 4 0.971066 0.725961 0.0288228
g15-g73-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 29 0 3.32517 9 0.921407 0.793611 0.35005
g15-g82-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 208 1 3.06555 5 0.987258 0.866376 0.209844
g15-g86-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 88 1 8.09967 13 0.996192 0.990485 0.979142
g15-g93-normed 11 0 0 2.10366 4 0.54 0.1808 0.0032 5647 1 2.01206 3 0.870432 0.141062 0
g16-g58-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 3 0 3.33644 7 0.340077 0.282015 0.14602
g16-g59-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 3 0 3.48577 9 0.406046 0.340434 0.176964
g16-g60-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 6 0 2.90538 6 0.865 0.635281 0.179107
g16-g66-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 27 1 2.72983 4 0.971066 0.725961 0.0288228
g16-g73-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 29 0 3.32517 9 0.921407 0.793611 0.35005
g16-g82-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 207 1 3.06555 5 0.987258 0.866376 0.209844
g16-g86-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 89 1 8.09967 13 0.996192 0.990485 0.979142
g16-g93-normed 11 0 1 2.51016 5 0.846565 0.503382 0.121752 5721 1 2.01206 3 0.870432 0.141062 0
g17-g58-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 3 0 3.33644 7 0.340077 0.282015 0.14602
g17-g59-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 3 0 3.48577 9 0.406046 0.340434 0.176964
g17-g60-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 6 0 2.90538 6 0.865 0.635281 0.179107
g17-g66-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 27 1 2.72983 4 0.971066 0.725961 0.0288228
g17-g73-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 29 0 3.32517 9 0.921407 0.793611 0.35005
g17-g82-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 205 1 3.06555 5 0.987258 0.866376 0.209844
g17-g86-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 89 1 8.09967 13 0.996192 0.990485 0.979142
g17-g93-normed 11 0 1 5.33333 14 0.929688 0.834961 0.713867 5586 1 2.01206 3 0.870432 0.141062 0
g18-g58-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 3 0 3.33644 7 0.340077 0.282015 0.14602
g18-g59-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 3 0 3.48577 9 0.406046 0.340434 0.176964
g18-g60-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5 0 2.90538 6 0.865 0.635281 0.179107
g18-g66-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 27 1 2.72983 4 0.971066 0.725961 0.0288228
g18-g73-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 29 0 3.32517 9 0.921407 0.793611 0.35005
g18-g82-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 207 1 3.06555 5 0.987258 0.866376 0.209844
g18-g86-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 88 1 8.09967 13 0.996192 0.990485 0.979142
g18-g93-normed 11 0 1 4.06349 8 0.921875 0.796875 0.609375 5665 1 2.01206 3 0.870432 0.141062 0
g19-g58-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 3 0 3.33644 7 0.340077 0.282015 0.14602
g19-g59-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 3 0 3.48577 9 0.406046 0.340434 0.176964
g19-g60-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 6 0 2.90538 6 0.865 0.635281 0.179107
g19-g66-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 28 1 2.72983 4 0.971066 0.725961 0.0288228
g19-g73-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 30 0 3.32517 9 0.921407 0.793611 0.35005
g19-g82-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 208 1 3.06555 5 0.987258 0.866376 0.209844
g19-g86-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 89 1 8.09967 13 0.996192 0.990485 0.979142
g19-g93-normed 11 0 1 2.87897 6 0.902344 0.638672 0.263672 5656 1 2.01206 3 0.870432 0.141062 0
g2-g58-normed 11 0 1 2.77778 5 0.7 0.5 0.3 3 0 3.33644 7 0.340077 0.282015 0.14602
g2-g59-normed 11 0 1 2.77778 5 0.7 0.5 0.3 3 0 3.48577 9 0.406046 0.340434 0.176964
g2-g60-normed 11 0 1 2.77778 5 0.7 0.5 0.3 6 0 2.90538 6 0.865 0.635281 0.179107
g2-g66-normed 11 0 1 2.77778 5 0.7 0.5 0.3 27 1 2.72983 4 0.971066 0.725961 0.0288228
g2-g73-normed 11 0 1 2.77778 5 0.7 0.5 0.3 29 0 3.32517 9 0.921407 0.793611 0.35005
g2-g82-normed 11 0 1 2.77778 5 0.7 0.5 0.3 209 1 3.06555 5 0.987258 0.866376 0.209844
g2-g86-normed 11 0 1 2.77778 5 0.7 0.5 0.3 88 1 8.09967 13 0.996192 0.990485 0.979142
g2-g93-normed 11 0 1 2.77778 5 0.7 0.5 0.3 5783 1 2.01206 3 0.870432 0.141062 0
g20-g58-normed 11 0 1 1.63889 2 0.628906 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g20-g59-normed 11 0 1 1.63889 2 0.628906 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g20-g60-normed 11 0 1 1.63889 2 0.628906 0 0 6 0 2.90538 6 0.865 0.635281 0.179107
g20-g66-normed 11 0 1 1.63889 2 0.628906 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g20-g73-normed 11 0 1 1.63889 2 0.628906 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g20-g82-normed 11 0 1 1.63889 2 0.628906 0 0 209 1 3.06555 5 0.987258 0.866376 0.209844
g20-g86-normed 11 0 1 1.63889 2 0.628906 0 0 89 1 8.09967 13 0.996192 0.990485 0.979142
g20-g93-normed 11 0 1 1.63889 2 0.628906 0 0 5649 1 2.01206 3 0.870432 0.141062 0
g21-g58-normed 11 0 1 1.08333 2 0.0820312 0 0 3 0 3.33644 7 0.340077 0.282015 0.14602
g21-g59-normed 11 0 1 1.08333 2 0.0820312 0 0 3 0 3.48577 9 0.406046 0.340434 0.176964
g21-g60-normed 11 0 1 1.08333 2 0.0820312 0 0 6 0 2.90538 6 0.865 0.635281 0.179107
g21-g66-normed 11 0 1 1.08333 2 0.0820312 0 0 27 1 2.72983 4 0.971066 0.725961 0.0288228
g21-g73-normed 11 0 1 1.08333 2 0.0820312 0 0 29 0 3.32517 9 0.921407 0.793611 0.35005
g21-g82-normed 11 0 1 1.08333 2 0.0820312 0 0 208 1 3.06555 5 0.987258 0.866376 0.209844
g21-g86-normed 11 0 1 1.08333 2 0.0820312 0 0 88 1 8.09967 13 0.996192 0.990485 0.979142
g21-g93-normed 11 0 1 1.08333 2 0.0820312 0 0 5671 1 2.01206 3 0.870432 0.141062 0
g22-g58-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 3 0 3.33644 7 0.340077 0.282015 0.14602
g22-g59-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 3 0 3.48577 9 0.406046 0.340434 0.176964
g22-g60-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 6 0 2.90538 6 0.865 0.635281 0.179107
g22-g66-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 27 1 2.72983 4 0.971066 0.725961 0.0288228
g22-g73-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 29 0 3.32517 9 0.921407 0.793611 0.35005
g22-g82-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 207 1 3.06555 5 0.987258 0.866376 0.209844
g22-g86-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 88 1 8.09967 13 0.996192 0.990485 0.979142
g22-g93-normed 11 0 1 3.46947 8 0.885275 0.704389 0.438851 5661 1 2.01206 3 0.870432 0.141062 0
g23-g58-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 3 0 3.33644 7 0.340077 0.282015 0.14602
g23-g59-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 3 0 3.48577 9 0.406046 0.340434 0.176964
g23-g60-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5 0 2.90538 6 0.865 0.635281 0.179107
g23-g66-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 27 1 2.72983 4 0.971066 0.725961 0.0288228
g23-g73-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 29 0 3.32517 9 0.921407 0.793611 0.35005
g23-g82-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 207 1 3.06555 5 0.987258 0.866376 0.209844
g23-g86-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 89 1 8.09967 13 0.996192 0.990485 0.979142
g23-g93-normed 11 0 0 2.15819 4 0.750235 0.232689 0.00900732 5731 1 2.01206 3 0.870432 0.141062 0
g24-g58-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 3 0 3.33644 7 0.340077 0.282015 0.14602
g24-g59-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 3 0 3.48577 9 0.406046 0.340434 0.176964
g24-g60-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 6 0 2.90538 6 0.865 0.635281 0.179107
g24-g66-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 27 1 2.72983 4 0.971066 0.725961 0.0288228
g24-g73-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 29 0 3.32517 9 0.921407 0.793611 0.35005
g24-g82-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 206 1 3.06555 5 0.987258 0.866376 0.209844
g24-g86-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 88 1 8.09967 13 0.996192 0.990485 0.979142
g24-g93-normed 11 0 0 3.84794 8 0.114133 0.0974222 0.0711111 5605 1 2.01206 3 0.870432 0.141062 0
