@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap.pattern.vertices numeric
@attribute cheap.pattern.edges numeric
@attribute cheap.pattern.loops numeric
@attribute cheap.pattern.meandeg numeric
@attribute cheap.pattern.maxdeg numeric
@attribute cheap.pattern.degisfixed numeric
@attribute cheap.pattern.density numeric
@attribute cheap.target.vertices numeric
@attribute cheap.target.edges numeric
@attribute cheap.target.loops numeric
@attribute cheap.target.meandeg numeric
@attribute cheap.target.maxdeg numeric
@attribute cheap.target.degisfixed numeric
@attribute cheap.target.density numeric
@attribute distance.pattern.isconnected numeric
@attribute distance.pattern.meandistance numeric
@attribute distance.pattern.maxdistance numeric
@attribute distance.pattern.proportiondistancege2 numeric
@attribute distance.pattern.proportiondistancege3 numeric
@attribute distance.pattern.proportiondistancege4 numeric
@attribute distance.target.isconnected numeric
@attribute distance.target.meandistance numeric
@attribute distance.target.maxdistance numeric
@attribute distance.target.proportiondistancege2 numeric
@attribute distance.target.proportiondistancege3 numeric
@attribute distance.target.proportiondistancege4 numeric
@attribute lad.values.removed numeric
@attribute lad.values.removed.percent numeric
@attribute lad.time numeric

@data
meshes-CVIU11-4-168,1,40,114,0,5.7,21,0,0.146154,1341,2113,1,3.15063,1069,0,0.002352,1,2.18205,3,0.8325,0.32,0,1,2.48077,8,0.996905,0.363374,0.101204,0,100,0.001
meshes-CVIU11-4-206,1,40,114,0,5.7,21,0,0.146154,5357,8560,1,3.19563,2899,0,0.000597,1,2.18205,3,0.8325,0.32,0,1,3.23126,8,0.999217,0.706052,0.355948,0,100,0.011
meshes-CVIU11-4-213,1,40,114,0,5.7,21,0,0.146154,409,1048,1,5.12225,398,0,0.012561,1,2.18205,3,0.8325,0.32,0,1,2.04989,6,0.985037,0.052295,0.009852,0,100,0
meshes-CVIU11-4-228,1,40,114,0,5.7,21,0,0.146154,4233,8560,1,4.04418,2513,0,0.000956,1,2.18205,3,0.8325,0.32,0,1,2.80998,4,0.998808,0.646282,0.164466,0,100,0.004
meshes-CVIU11-4-248,1,40,114,0,5.7,21,0,0.146154,1247,2739,1,4.39214,926,0,0.003526,1,2.18205,3,0.8325,0.32,0,1,2.52651,6,0.995677,0.444298,0.080096,0,100,0
meshes-CVIU11-4-268,1,40,114,0,5.7,21,0,0.146154,3686,9106,1,4.94059,3085,0,0.001341,1,2.18205,3,0.8325,0.32,0,1,2.36705,12,0.998388,0.298785,0.053907,0,100,0.005
meshes-CVIU11-4-311,1,40,114,0,5.7,21,0,0.146154,4127,12073,1,5.8505,4047,0,0.001418,1,2.18205,3,0.8325,0.32,0,1,2.04874,8,0.99834,0.038209,0.007943,51716,31.327841,0.579
meshes-CVIU11-4-313,1,40,114,0,5.7,21,0,0.146154,2559,6349,1,4.9617,1991,0,0.00194,1,2.18205,3,0.8325,0.32,0,1,2.43999,4,0.99767,0.393065,0.048696,0,100,0.001
meshes-CVIU11-4-325,1,40,114,0,5.7,21,0,0.146154,284,798,1,5.6162,282,0,0.019858,1,2.18205,3,0.8325,0.32,0,1,1.99403,4,0.976716,0.013787,0.000025,0,100,0
meshes-CVIU11-4-341,1,40,114,0,5.7,21,0,0.146154,527,1083,1,4.10816,511,0,0.007814,1,2.18205,3,0.8325,0.32,0,1,2.05257,4,0.990311,0.059403,0.000857,0,100,0
meshes-CVIU11-4-387,1,40,114,0,5.7,21,0,0.146154,1258,2731,0,4.34181,990,0,0.003454,1,2.18205,3,0.8325,0.32,0,1,2.562,9,0.995754,0.37717,0.136451,0,100,0.001
meshes-CVIU11-4-441,1,40,114,0,5.7,21,0,0.146154,2727,5593,1,4.10158,2497,0,0.001505,1,2.18205,3,0.8325,0.32,0,1,2.16904,6,0.998129,0.161238,0.00906,0,100,0.003
meshes-CVIU11-4-45,1,40,114,0,5.7,21,0,0.146154,1395,3400,1,4.87384,1206,0,0.003497,1,2.18205,3,0.8325,0.32,0,1,2.26943,6,0.99579,0.250492,0.021672,0,100,0.001
meshes-CVIU11-4-46,1,40,114,0,5.7,21,0,0.146154,869,1738,1,3.99885,804,0,0.004608,1,2.18205,3,0.8325,0.32,0,1,2.18826,6,0.994249,0.142523,0.047134,0,100,0
meshes-CVIU11-4-471,1,40,114,0,5.7,21,0,0.146154,3557,7675,1,4.31515,2501,0,0.001214,1,2.18205,3,0.8325,0.32,0,1,2.69349,8,0.998506,0.504371,0.156711,0,100,0.003
meshes-CVIU11-4-487,1,40,114,0,5.7,21,0,0.146154,4278,9552,1,4.4654,3898,0,0.001044,1,2.18205,3,0.8325,0.32,0,1,2.19551,10,0.998722,0.169535,0.022308,0,100,0.016
meshes-CVIU11-4-501,1,40,114,0,5.7,21,0,0.146154,3426,9578,1,5.59107,3256,0,0.001633,1,2.18205,3,0.8325,0.32,0,1,2.1014,7,0.998076,0.096544,0.005714,0,100,0.006
meshes-CVIU11-4-80,1,40,114,0,5.7,21,0,0.146154,3249,5102,1,3.14035,2012,0,0.000967,1,2.18205,3,0.8325,0.32,0,1,2.97595,15,0.998726,0.615398,0.248426,0,100,0.008
meshes-CVIU11-5-102,1,82,240,0,5.85366,8,0,0.072267,3259,6523,1,4.00276,2934,0,0.001229,1,4.243,11,0.916419,0.780785,0.599941,1,2.20404,6,0.998465,0.189206,0.015399,266702,99.79943,0.054
meshes-CVIU11-5-115,1,82,240,0,5.85366,8,0,0.072267,545,1227,1,4.50092,403,0,0.008277,1,4.243,11,0.916419,0.780785,0.599941,1,2.52528,8,0.98991,0.446185,0.075522,44496,99.565898,0.002
meshes-CVIU11-5-121,1,82,240,0,5.85366,8,0,0.072267,290,719,1,4.95517,265,0,0.017158,1,4.243,11,0.916419,0.780785,0.599941,1,2.15526,5,0.979477,0.159691,0.011653,23618,99.318755,0
meshes-CVIU11-5-147,1,82,240,0,5.85366,8,0,0.072267,1654,3977,0,4.80895,834,0,0.002909,1,4.243,11,0.916419,0.780785,0.599941,1,3.00007,6,0.996488,0.739533,0.25276,135546,99.939541,0.012
meshes-CVIU11-5-148,1,82,240,0,5.85366,8,0,0.072267,2409,5480,1,4.54919,1363,0,0.001889,1,4.243,11,0.916419,0.780785,0.599941,1,2.86213,4,0.997697,0.676632,0.187026,0,100,0.011
meshes-CVIU11-5-163,1,82,240,0,5.85366,8,0,0.072267,1971,5466,1,5.54592,1911,0,0.002815,1,4.243,11,0.916419,0.780785,0.599941,1,2.05944,6,0.996679,0.059325,0.002838,156828,97.03382,0.066
meshes-CVIU11-5-182,1,82,240,0,5.85366,8,0,0.072267,1072,2266,1,4.22668,866,0,0.003947,1,4.243,11,0.916419,0.780785,0.599941,1,2.57202,14,0.995125,0.344511,0.100993,87662,99.7247,0.01
meshes-CVIU11-5-188,1,82,240,0,5.85366,8,0,0.072267,1827,4708,1,5.15326,1680,0,0.002822,1,4.243,11,0.916419,0.780785,0.599941,1,2.15817,5,0.996632,0.153462,0.007356,149382,99.711642,0.042
meshes-CVIU11-5-191,1,82,240,0,5.85366,8,0,0.072267,4882,10919,1,4.47296,3170,0,0.000916,1,4.243,11,0.916419,0.780785,0.599941,1,2.75376,9,0.998879,0.577258,0.153045,385220,96.227056,0.144
meshes-CVIU11-5-200,1,82,240,0,5.85366,8,0,0.072267,716,1441,1,4.02374,597,0,0.00563,1,4.243,11,0.916419,0.780785,0.599941,1,2.37,7,0.992986,0.301727,0.063579,58518,99.669574,0.005
meshes-CVIU11-5-212,1,82,240,0,5.85366,8,0,0.072267,1697,4957,1,5.84148,1648,0,0.003445,1,4.243,11,0.916419,0.780785,0.599941,1,2.05631,5,0.995969,0.056661,0.003003,0,100,0.001
meshes-CVIU11-5-216,1,82,240,0,5.85366,8,0,0.072267,716,1971,1,5.50419,659,0,0.0077,1,4.243,11,0.916419,0.780785,0.599941,1,2.15197,5,0.990918,0.151084,0.008161,0,100,0
meshes-CVIU11-5-223,1,82,240,0,5.85366,8,0,0.072267,2431,6300,1,5.18264,2340,0,0.002133,1,4.243,11,0.916419,0.780785,0.599941,1,2.07571,6,0.997457,0.07324,0.004456,0,100,0.008
meshes-CVIU11-5-244,1,82,240,0,5.85366,8,0,0.072267,2108,3883,0,3.68406,1803,0,0.001748,1,4.243,11,0.916419,0.780785,0.599941,1,2.32001,9,0.997778,0.266938,0.044939,172678,99.897024,0.021
meshes-CVIU11-5-283,1,82,240,0,5.85366,8,0,0.072267,4142,9735,1,4.70039,2802,0,0.001135,1,4.243,11,0.916419,0.780785,0.599941,1,2.6688,6,0.998624,0.541128,0.120718,0,100,0.016
meshes-CVIU11-5-286,1,82,240,0,5.85366,8,0,0.072267,640,1294,1,4.04219,488,0,0.006328,1,4.243,11,0.916419,0.780785,0.599941,1,2.58363,9,0.992124,0.413906,0.135298,51964,99.016768,0.004
meshes-CVIU11-5-304,1,82,240,0,5.85366,8,0,0.072267,855,1018,0,2.38129,316,0,0.002788,1,4.243,11,0.916419,0.780785,0.599941,1,15.7089,43,0.996045,0.85608,0.84541,0,100,0
meshes-CVIU11-5-306,1,82,240,0,5.85366,8,0,0.072267,5254,14215,1,5.41093,4117,0,0.00103,1,4.243,11,0.916419,0.780785,0.599941,1,2.43276,6,0.99878,0.384948,0.048265,415226,96.378601,0.464
meshes-CVIU11-5-315,1,82,240,0,5.85366,8,0,0.072267,415,755,1,3.63614,312,0,0.008789,1,4.243,11,0.916419,0.780785,0.599941,1,2.54494,8,0.988834,0.427522,0.098824,0,100,0
meshes-CVIU11-5-333,1,82,240,0,5.85366,8,0,0.072267,2087,5098,1,4.885,1802,0,0.002342,1,4.243,11,0.916419,0.780785,0.599941,1,2.30758,8,0.99718,0.253408,0.046318,167452,97.84847,0.056
meshes-CVIU11-5-34,1,82,240,0,5.85366,8,0,0.072267,2948,7344,1,4.98202,2637,0,0.001691,1,4.243,11,0.916419,0.780785,0.599941,1,2.21387,6,0.997971,0.199061,0.015864,241350,99.840322,0.086
meshes-CVIU11-5-36,1,82,240,0,5.85366,8,0,0.072267,3278,8862,1,5.40665,2426,0,0.00165,1,4.243,11,0.916419,0.780785,0.599941,1,2.51564,4,0.998046,0.450245,0.066884,0,100,0.018
meshes-CVIU11-5-409,1,82,240,0,5.85366,8,0,0.072267,375,1006,1,5.36267,340,0,0.014346,1,4.243,11,0.916419,0.780785,0.599941,1,2.2466,10,0.98304,0.174436,0.045824,30442,98.998374,0.001
meshes-CVIU11-5-433,1,82,240,0,5.85366,8,0,0.072267,2098,3790,1,3.61249,1629,0,0.001723,1,4.243,11,0.916419,0.780785,0.599941,1,2.54284,12,0.997802,0.39593,0.115323,171122,99.468716,0.03
meshes-CVIU11-5-464,1,82,240,0,5.85366,8,0,0.072267,4020,9326,1,4.63955,3466,0,0.001154,1,4.243,11,0.916419,0.780785,0.599941,1,2.2863,7,0.998597,0.256071,0.029175,326836,99.149375,0.155
meshes-CVIU11-5-468,1,82,240,0,5.85366,8,0,0.072267,1539,3899,1,5.06628,1278,0,0.003294,1,4.243,11,0.916419,0.780785,0.599941,1,2.42244,13,0.996059,0.308597,0.062386,0,100,0.001
meshes-CVIU11-5-488,1,82,240,0,5.85366,8,0,0.072267,3472,6623,0,3.81509,1760,0,0.001099,1,4.243,11,0.916419,0.780785,0.599941,1,2.98775,6,0.998613,0.740817,0.24492,284622,99.971198,0.028
meshes-CVIU11-5-517,1,82,240,0,5.85366,8,0,0.072267,5069,12615,0,4.97731,2539,0,0.000982,1,4.243,11,0.916419,0.780785,0.599941,1,2.99431,4,0.998821,0.747056,0.248039,0,100,0.015
meshes-CVIU11-5-59,1,82,240,0,5.85366,8,0,0.072267,991,2244,0,4.52876,678,0,0.004575,1,4.243,11,0.916419,0.780785,0.599941,1,2.65142,7,0.994421,0.524553,0.118937,81180,99.899092,0.005
meshes-CVIU11-5-73,1,82,240,0,5.85366,8,0,0.072267,1216,2939,1,4.83306,1058,0,0.003979,1,4.243,11,0.916419,0.780785,0.599941,1,2.25829,6,0.995204,0.240677,0.020755,99358,99.644978,0.015
meshes-CVIU11-5-99,1,82,240,0,5.85366,8,0,0.072267,4296,8447,1,3.93226,3485,0,0.000916,1,4.243,11,0.916419,0.780785,0.599941,1,2.46173,9,0.998852,0.341488,0.098534,350542,99.508902,0.115
meshes-CVIU11-6-102,1,199,539,0,5.41709,10,0,0.027359,3259,6523,1,4.00276,2934,0,0.001229,1,6.1106,13,0.967753,0.912502,0.826393,1,2.20404,6,0.998465,0.189206,0.015399,616227,95.017431,0.339
meshes-CVIU11-6-150,1,199,539,0,5.41709,10,0,0.027359,4080,8926,1,4.37525,3277,0,0.001073,1,6.1106,13,0.967753,0.912502,0.826393,1,2.3918,5,0.998683,0.353833,0.038844,0,100,0.009
meshes-CVIU11-6-151,1,199,539,0,5.41709,10,0,0.027359,886,1803,0,4.06998,536,0,0.004599,1,6.1106,13,0.967753,0.912502,0.826393,1,3.01092,11,0.994278,0.625611,0.260116,0,100,0
meshes-CVIU11-6-163,1,199,539,0,5.41709,10,0,0.027359,1971,5466,1,5.54592,1911,0,0.002815,1,6.1106,13,0.967753,0.912502,0.826393,1,2.05944,6,0.996679,0.059325,0.002838,321788,82.040849,0.277
meshes-CVIU11-6-194,1,199,539,0,5.41709,10,0,0.027359,1730,4886,1,5.64798,1622,0,0.003267,1,6.1106,13,0.967753,0.912502,0.826393,1,2.12773,6,0.996158,0.120363,0.010157,0,100,0.002
meshes-CVIU11-6-211,1,199,539,0,5.41709,10,0,0.027359,935,2723,1,5.82353,911,0,0.006236,1,6.1106,13,0.967753,0.912502,0.826393,1,2.04664,5,0.992703,0.050223,0.002555,0,100,0
meshes-CVIU11-6-265,1,199,539,0,5.41709,10,0,0.027359,643,1308,1,4.06687,640,0,0.006337,1,6.1106,13,0.967753,0.912502,0.826393,1,2.00296,4,0.992122,0.009264,0.000015,0,100,0
meshes-CVIU11-6-293,1,199,539,0,5.41709,10,0,0.027359,383,569,1,2.96867,277,0,0.007778,1,6.1106,13,0.967753,0.912502,0.826393,1,2.58338,6,0.989645,0.472564,0.105693,0,100,0
meshes-CVIU11-6-303,1,199,539,0,5.41709,10,0,0.027359,2040,4431,0,4.34412,1495,0,0.002131,1,6.1106,13,0.967753,0.912502,0.826393,1,2.58707,7,0.99738,0.460287,0.112452,0,100,0.001
meshes-CVIU11-6-306,1,199,539,0,5.41709,10,0,0.027359,5254,14215,1,5.41093,4117,0,0.00103,1,6.1106,13,0.967753,0.912502,0.826393,1,2.43276,6,0.99878,0.384948,0.048265,0,100,0.014
meshes-CVIU11-6-314,1,199,539,0,5.41709,10,0,0.027359,5183,12682,1,4.8935,4706,0,0.000944,1,6.1106,13,0.967753,0.912502,0.826393,1,2.18972,6,0.998863,0.175328,0.014665,0,100,0.006
meshes-CVIU11-6-325,1,199,539,0,5.41709,10,0,0.027359,284,798,1,5.6162,282,0,0.019858,1,6.1106,13,0.967753,0.912502,0.826393,1,1.99403,4,0.976716,0.013787,0.000025,0,100,0
meshes-CVIU11-6-338,1,199,539,0,5.41709,10,0,0.027359,279,431,0,3.08961,143,0,0.011114,1,6.1106,13,0.967753,0.912502,0.826393,1,8.63988,61,0.985342,0.717103,0.436865,0,100,0
meshes-CVIU11-6-345,1,199,539,0,5.41709,10,0,0.027359,678,1552,1,4.5767,634,0,0.006762,1,6.1106,13,0.967753,0.912502,0.826393,1,2.12155,4,0.991777,0.12429,0.003829,0,100,0
meshes-CVIU11-6-400,1,199,539,0,5.41709,10,0,0.027359,1409,2833,1,4.02058,1107,0,0.002856,1,6.1106,13,0.967753,0.912502,0.826393,1,2.46137,7,0.996437,0.380515,0.074223,261405,93.228741,0.064
meshes-CVIU11-6-438,1,199,539,0,5.41709,10,0,0.027359,3222,7965,1,4.94382,2697,0,0.001535,1,6.1106,13,0.967753,0.912502,0.826393,1,2.3296,6,0.998155,0.298637,0.031397,0,100,0.004
meshes-CVIU11-6-443,1,199,539,0,5.41709,10,0,0.027359,2440,3744,0,3.06885,1718,0,0.001258,1,6.1106,13,0.967753,0.912502,0.826393,1,2.6069,7,0.998332,0.502793,0.09924,0,100,0.001
meshes-CVIU11-6-485,1,199,539,0,5.41709,10,0,0.027359,857,2019,0,4.71179,634,0,0.005504,1,6.1106,13,0.967753,0.912502,0.826393,1,2.51708,6,0.993335,0.445259,0.073786,154427,90.550184,0.032
meshes-CVIU11-6-498,1,199,539,0,5.41709,10,0,0.027359,428,979,1,4.57243,347,0,0.010714,1,6.1106,13,0.967753,0.912502,0.826393,1,2.35973,4,0.986986,0.336492,0.033071,0,100,0
meshes-CVIU11-6-523,1,199,539,0,5.41709,10,0,0.027359,472,929,1,3.93432,263,0,0.008358,1,6.1106,13,0.967753,0.912502,0.826393,1,2.87711,7,0.98955,0.676754,0.197187,0,100,0
meshes-CVIU11-6-528,1,199,539,0,5.41709,10,0,0.027359,5039,10315,1,4.09387,3845,0,0.000813,1,6.1106,13,0.967753,0.912502,0.826393,1,2.49601,10,0.998989,0.41702,0.070749,0,100,0.021
meshes-CVIU11-6-56,1,199,539,0,5.41709,10,0,0.027359,719,1790,1,4.97775,583,0,0.006935,1,6.1106,13,0.967753,0.912502,0.826393,1,2.40433,8,0.991688,0.338114,0.059026,127249,88.934939,0.028
meshes-CVIU11-6-58,1,199,539,0,5.41709,10,0,0.027359,400,820,1,4.0975,357,0,0.010276,1,6.1106,13,0.967753,0.912502,0.826393,1,2.23093,7,0.987263,0.200063,0.033125,0,100,0
meshes-CVIU11-6-65,1,199,539,0,5.41709,10,0,0.027359,5111,10332,1,4.04285,4973,0,0.000791,1,6.1106,13,0.967753,0.912502,0.826393,1,2.05356,5,0.999013,0.053223,0.001104,0,100,0.01
meshes-CVIU11-6-68,1,199,539,0,5.41709,10,0,0.027359,4326,10230,1,4.72931,3847,0,0.001094,1,6.1106,13,0.967753,0.912502,0.826393,1,2.22627,7,0.998676,0.208671,0.017516,0,100,0.006
meshes-CVIU11-6-77,1,199,539,0,5.41709,10,0,0.027359,2241,4161,1,3.71307,1791,0,0.001658,1,6.1106,13,0.967753,0.912502,0.826393,1,2.42281,11,0.997897,0.360188,0.051469,0,100,0.002
meshes-CVIU11-6-81,1,199,539,0,5.41709,10,0,0.027359,877,2080,1,4.7423,772,0,0.005415,1,6.1106,13,0.967753,0.912502,0.826393,1,2.23089,4,0.993454,0.222212,0.013816,0,100,0.001
phase-30-150-0.34-0.36-0.42-1,1,30,137,0,9.13333,15,0,0.314943,150,4132,0,55.0933,71,0,0.369754,1,1.73103,3,0.662222,0.044444,0,1,1.63025,2,0.626044,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-2,1,30,128,0,8.53333,13,0,0.294253,150,4717,0,62.8933,81,0,0.422103,1,1.77471,3,0.682222,0.066667,0,1,1.5779,2,0.574044,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-3,1,30,141,0,9.4,14,0,0.324138,150,4457,0,59.4267,73,0,0.398837,1,1.70575,3,0.653333,0.028889,0,1,1.60116,2,0.597156,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-4,1,30,139,0,9.26667,14,0,0.31954,150,4572,0,60.96,74,0,0.409128,1,1.68736,3,0.657778,0.006667,0,1,1.59087,2,0.586933,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-5,1,30,144,0,9.6,14,0,0.331034,150,4502,0,60.0267,73,0,0.402864,1,1.68046,3,0.646667,0.011111,0,1,1.59714,2,0.593156,0,0,0,0,0.001
phase-30-150-0.34-0.36-0.42-6,1,30,171,0,11.4,18,0,0.393103,150,4192,0,55.8933,73,0,0.375123,1,1.6092,3,0.586667,0.002222,0,1,1.62488,2,0.620711,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-7,1,30,132,0,8.8,14,0,0.303448,150,4312,0,57.4933,73,0,0.385861,1,1.73793,3,0.673333,0.04,0,1,1.61414,2,0.610044,0,0,0,0,0
phase-30-150-0.34-0.36-0.42-8,1,30,145,0,9.66667,14,0,0.333333,150,4758,0,63.44,83,0,0.425772,1,1.68046,3,0.644444,0.013333,0,1,1.57423,2,0.5704,0,0,0,0,0
phase-30-150-0.38-0.38-0.44-1,1,30,173,0,11.5333,15,0,0.397701,150,4963,0,66.1733,82,0,0.444116,1,1.6046,3,0.582222,0.002222,0,1,1.55588,2,0.552178,0,0,0,0,0.001
phase-30-150-0.38-0.38-0.44-2,1,30,165,0,11,16,0,0.37931,150,5040,0,67.2,83,0,0.451007,1,1.62759,3,0.6,0.006667,0,1,1.54899,2,0.545333,0,0,0,0,0.001
phase-30-150-0.38-0.38-0.44-3,1,30,171,0,11.4,16,0,0.393103,150,4576,0,61.0133,78,0,0.409485,1,1.6069,2,0.586667,0,0,1,1.59051,2,0.586578,0,0,0,0,0
phase-30-150-0.38-0.38-0.44-4,1,30,165,0,11,16,0,0.37931,150,4920,0,65.6,80,0,0.440268,1,1.62989,3,0.6,0.008889,0,1,1.55973,2,0.556,0,0,0,0,0
phase-30-150-0.38-0.38-0.44-5,1,30,181,0,12.0667,16,0,0.416092,150,4385,0,58.4667,77,0,0.392394,1,1.5908,3,0.564444,0.006667,0,1,1.60761,2,0.603556,0,0,0,0,0.001
phase-30-150-0.38-0.38-0.44-6,1,30,175,0,11.6667,15,0,0.402299,150,4627,0,61.6933,75,0,0.414049,1,1.6,3,0.577778,0.002222,0,1,1.58595,2,0.582044,0,0,0,0,0
phase-30-150-0.38-0.38-0.44-7,1,30,183,0,12.2,16,0,0.42069,150,4348,0,57.9733,71,0,0.389083,1,1.58391,3,0.56,0.004444,0,1,1.61092,2,0.606844,0,0,0,0,0
phase-30-150-0.38-0.38-0.44-8,1,30,171,0,11.4,16,0,0.393103,150,4778,0,63.7067,77,0,0.427562,1,1.61149,3,0.586667,0.004444,0,1,1.57244,2,0.568622,0,0,0,0,0
phase-30-150-0.40-0.46-0.48-1,1,30,178,0,11.8667,16,0,0.409195,150,5234,0,69.7867,88,0,0.468367,1,1.5931,3,0.571111,0.002222,0,1,1.53163,2,0.528089,0,0,0,0,0.001
phase-30-150-0.40-0.46-0.48-2,1,30,182,0,12.1333,21,0,0.418391,150,5195,0,69.2667,90,0,0.464877,1,1.58621,3,0.562222,0.004444,0,1,1.53512,2,0.531556,0,0,0,0,0.001
phase-30-150-0.40-0.46-0.48-3,1,30,169,0,11.2667,19,0,0.388506,150,5157,0,68.76,87,0,0.461477,1,1.61379,3,0.591111,0.002222,0,1,1.53852,2,0.534933,0,0,0,0,0.001
phase-30-150-0.40-0.46-0.48-4,1,30,160,0,10.6667,17,0,0.367816,150,5312,0,70.8267,87,0,0.475347,1,1.63908,3,0.611111,0.006667,0,1,1.52465,2,0.521156,0,0,0,0,0.001
phase-30-150-0.40-0.46-0.48-5,1,30,177,0,11.8,19,0,0.406897,150,5351,0,71.3467,89,0,0.478837,1,1.5931,2,0.573333,0,0,1,1.52116,2,0.517689,0,0,0,0,0
phase-30-150-0.40-0.46-0.48-6,1,30,178,0,11.8667,18,0,0.409195,150,5149,0,68.6533,84,0,0.460761,1,1.5908,2,0.571111,0,0,1,1.53924,2,0.535644,0,0,0,0,0
phase-30-150-0.40-0.46-0.48-7,1,30,152,0,10.1333,15,0,0.349425,150,5183,0,69.1067,84,0,0.463803,1,1.69655,3,0.628889,0.044444,0,1,1.5362,2,0.532622,0,0,0,0,0.001
phase-30-150-0.40-0.46-0.48-8,1,30,178,0,11.8667,16,0,0.409195,150,5030,0,67.0667,81,0,0.450112,1,1.5908,2,0.571111,0,0,1,1.54989,2,0.546222,0,0,0,0,0
phase-30-150-0.42-0.46-0.50-1,1,30,181,0,12.0667,16,0,0.416092,150,5346,0,71.28,88,0,0.478389,1,1.58391,2,0.564444,0,0,1,1.52161,2,0.518133,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-2,1,30,199,0,13.2667,18,0,0.457471,150,5183,0,69.1067,84,0,0.463803,1,1.54253,2,0.524444,0,0,1,1.5362,2,0.532622,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-3,1,30,174,0,11.6,16,0,0.4,150,5379,0,71.72,84,0,0.481342,1,1.6,2,0.58,0,0,1,1.51866,2,0.5152,0,0,0,0,0
phase-30-150-0.42-0.46-0.50-4,1,30,212,0,14.1333,18,0,0.487356,150,5444,0,72.5867,87,0,0.487159,1,1.51264,2,0.495556,0,0,1,1.51284,2,0.509422,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-5,1,30,175,0,11.6667,17,0,0.402299,150,5473,0,72.9733,85,0,0.489754,1,1.61379,3,0.577778,0.015556,0,1,1.51025,2,0.506844,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-6,1,30,200,0,13.3333,22,0,0.45977,150,5241,0,69.88,82,0,0.468993,1,1.54023,2,0.522222,0,0,1,1.53101,2,0.527467,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-7,1,30,180,0,12,17,0,0.413793,150,5317,0,70.8933,91,0,0.475794,1,1.58621,2,0.566667,0,0,1,1.52421,2,0.520711,0,0,0,0,0.001
phase-30-150-0.42-0.46-0.50-8,1,30,178,0,11.8667,18,0,0.409195,150,5575,0,74.3333,93,0,0.498881,1,1.5931,3,0.571111,0.002222,0,1,1.50112,2,0.497778,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-1,1,30,198,0,13.2,20,0,0.455172,150,5383,0,71.7733,89,0,0.4817,1,1.54483,2,0.526667,0,0,1,1.5183,2,0.514844,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-2,1,30,204,0,13.6,18,0,0.468966,150,5351,0,71.3467,86,0,0.478837,1,1.53103,2,0.513333,0,0,1,1.52116,2,0.517689,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-3,1,30,187,0,12.4667,18,0,0.429885,150,5534,0,73.7867,90,0,0.495213,1,1.57471,3,0.551111,0.004444,0,1,1.50479,2,0.501422,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-4,1,30,175,0,11.6667,18,0,0.402299,150,5286,0,70.48,86,0,0.47302,1,1.5977,2,0.577778,0,0,1,1.52698,2,0.523467,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-5,1,30,194,0,12.9333,17,0,0.445977,150,5303,0,70.7067,89,0,0.474541,1,1.55862,3,0.535556,0.004444,0,1,1.52546,2,0.521956,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-6,1,30,184,0,12.2667,18,0,0.422989,150,5470,0,72.9333,91,0,0.489485,1,1.57931,3,0.557778,0.002222,0,1,1.51051,2,0.507111,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-7,1,30,191,0,12.7333,19,0,0.43908,150,5389,0,71.8533,86,0,0.482237,1,1.56092,2,0.542222,0,0,1,1.51776,2,0.514311,0,0,0,0,0.001
phase-30-150-0.44-0.46-0.50-8,1,30,188,0,12.5333,19,0,0.432184,150,5504,0,73.3867,89,0,0.492528,1,1.56782,2,0.548889,0,0,1,1.50747,2,0.504089,0,0,0,0,0.001
phase-30-150-0.46-0.50-0.52-1,1,30,200,0,13.3333,19,0,0.45977,150,5573,0,74.3067,90,0,0.498702,1,1.54023,2,0.522222,0,0,1,1.5013,2,0.497956,0,0,0,0,0.001
phase-30-150-0.46-0.50-0.52-2,1,30,197,0,13.1333,19,0,0.452874,150,5765,0,76.8667,89,0,0.515884,1,1.54713,2,0.528889,0,0,1,1.48412,2,0.480889,0,0,0,0,0.001
phase-30-150-0.46-0.50-0.52-3,1,30,197,0,13.1333,18,0,0.452874,150,5799,0,77.32,94,0,0.518926,1,1.54713,2,0.528889,0,0,1,1.48107,2,0.477867,0,0,0,0,0.001
phase-30-150-0.46-0.50-0.52-4,1,30,199,0,13.2667,18,0,0.457471,150,5785,0,77.1333,93,0,0.517673,1,1.54253,2,0.524444,0,0,1,1.48233,2,0.479111,0,0,0,0,0.001
