@relation R_data_frame

@attribute instance_id string
@attribute repetition numeric
@attribute cheap_pattern numeric
@attribute cheap_target numeric
@attribute distance_pattern numeric
@attribute distance_target numeric
@attribute lad_features numeric

@data
phase-30-150-0.78-0.72-0.74-8,1,0,0,0.008,0.008,0
phase-30-150-0.80-0.72-0.74-1,1,0,0,0.008,0.008,0.001
phase-30-150-0.80-0.72-0.74-2,1,0,0,0.008,0.008,0
phase-30-150-0.80-0.72-0.74-3,1,0,0,0.009,0.009,0.001
phase-30-150-0.80-0.72-0.74-4,1,0,0,0.008,0.008,0.001
phase-30-150-0.80-0.72-0.74-5,1,0,0,0.008,0.008,0
phase-30-150-0.80-0.72-0.74-6,1,0,0,0.009,0.009,0.001
phase-30-150-0.80-0.72-0.74-7,1,0,0,0.008,0.008,0
phase-30-150-0.80-0.72-0.74-8,1,0,0,0.008,0.008,0.001
phase-30-150-0.82-0.74-0.76-1,1,0,0,0.009,0.009,0.001
phase-30-150-0.82-0.74-0.76-2,1,0,0,0.009,0.009,0
phase-30-150-0.82-0.74-0.76-3,1,0,0,0.009,0.009,0.001
phase-30-150-0.82-0.74-0.76-4,1,0,0,0.009,0.009,0.001
phase-30-150-0.82-0.74-0.76-5,1,0,0,0.008,0.008,0
phase-30-150-0.82-0.74-0.76-6,1,0,0,0.009,0.009,0.001
phase-30-150-0.82-0.74-0.76-7,1,0,0,0.009,0.009,0.001
phase-30-150-0.82-0.74-0.76-8,1,0,0,0.008,0.008,0
phase-30-150-0.84-0.74-0.76-1,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.74-0.76-2,1,0,0,0.009,0.009,0
phase-30-150-0.84-0.74-0.76-3,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.74-0.76-4,1,0,0,0.008,0.008,0
phase-30-150-0.84-0.74-0.76-5,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.74-0.76-6,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.74-0.76-7,1,0,0,0.009,0.009,0
phase-30-150-0.84-0.74-0.76-8,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-1,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-2,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-3,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-4,1,0,0,0.009,0.009,0
phase-30-150-0.84-0.76-0.76-5,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-6,1,0,0,0.009,0.009,0
phase-30-150-0.84-0.76-0.76-7,1,0,0,0.009,0.009,0.001
phase-30-150-0.84-0.76-0.76-8,1,0,0,0.008,0.008,0
phase-30-150-0.86-0.76-0.78-1,1,0,0,0.009,0.009,0.001
phase-30-150-0.86-0.76-0.78-2,1,0,0,0.009,0.009,0.001
phase-30-150-0.86-0.76-0.78-3,1,0,0,0.009,0.009,0.001
phase-30-150-0.86-0.76-0.78-4,1,0,0,0.009,0.009,0.001
phase-30-150-0.86-0.76-0.78-5,1,0,0,0.009,0.009,0
phase-30-150-0.86-0.76-0.78-6,1,0,0,0.009,0.009,0.001
phase-30-150-0.86-0.76-0.78-7,1,0,0,0.009,0.009,0
phase-30-150-0.86-0.76-0.78-8,1,0,0,0.009,0.009,0
PR15-1,1,0,0.029,2.275,2.275,0.005
PR15-10,1,0,0.029,2.275,2.275,0.006
PR15-11,1,0,0.029,2.272,2.272,0.003
PR15-12,1,0,0.029,2.226,2.226,0.003
PR15-13,1,0,0.029,2.276,2.276,0.005
PR15-14,1,0,0.029,2.272,2.272,0.008
PR15-15,1,0,0.029,2.271,2.271,0.007
PR15-16,1,0,0.029,2.254,2.254,0.002
PR15-17,1,0,0.029,2.27,2.27,0.003
PR15-18,1,0,0.029,2.274,2.274,0.003
PR15-19,1,0,0.029,2.266,2.266,0.002
PR15-2,1,0,0.029,2.274,2.274,0.004
PR15-20,1,0,0.029,2.281,2.281,0.003
PR15-21,1,0,0.029,2.276,2.276,0.001
PR15-22,1,0,0.029,2.277,2.277,0.003
PR15-23,1,0,0.029,2.276,2.276,0.002
PR15-24,1,0,0.029,2.276,2.276,0.006
PR15-3,1,0,0.029,2.243,2.243,0.002
PR15-4,1,0,0.029,2.277,2.277,0.001
PR15-5,1,0,0.029,2.272,2.272,0.003
PR15-6,1,0,0.029,2.268,2.268,0.006
PR15-7,1,0,0.029,2.274,2.274,0.01
PR15-8,1,0,0.029,2.282,2.282,0.004
PR15-9,1,0,0.029,2.275,2.275,0.007
si2_b03_m200.00,1,0,0,0.002,0.002,0
si2_b03_m200.01,1,0,0,0.002,0.002,0
si2_b03_m200.02,1,0,0,0.002,0.002,0
si2_b03_m200.03,1,0,0,0.002,0.002,0
si2_b03_m200.04,1,0,0,0.002,0.002,0
si2_b03_m200.05,1,0,0,0.002,0.002,0
si2_b03_m200.06,1,0,0,0.002,0.002,0
si2_b03_m200.07,1,0,0,0.002,0.002,0
si2_b03_m200.08,1,0,0,0.002,0.002,0
si2_b03_m200.09,1,0,0,0.002,0.002,0
si2_b03_m400.00,1,0,0,0.009,0.009,0
si2_b03_m400.01,1,0,0,0.009,0.009,0
si2_b03_m400.02,1,0,0,0.009,0.009,0
si2_b03_m400.03,1,0,0,0.009,0.009,0
si2_b03_m400.04,1,0,0,0.009,0.009,0
si2_b03_m400.05,1,0,0,0.009,0.009,0
si2_b03_m400.06,1,0,0,0.009,0.009,0
si2_b03_m400.07,1,0,0,0.009,0.009,0
si2_b03_m400.08,1,0,0,0.009,0.009,0
si2_b03_m400.09,1,0,0,0.009,0.009,0
si2_b03_m800.00,1,0,0,0.062,0.062,0
si2_b03_m800.01,1,0,0,0.061,0.061,0
si2_b03_m800.02,1,0,0,0.062,0.062,0
si2_b03_m800.03,1,0,0,0.061,0.061,0
si2_b03_m800.04,1,0,0,0.062,0.062,0
si2_b03_m800.05,1,0,0,0.062,0.062,0
si2_b03_m800.06,1,0,0,0.061,0.061,0
si2_b03_m800.07,1,0,0,0.062,0.062,0
si2_b03_m800.08,1,0,0,0.062,0.062,0
si2_b03_m800.09,1,0,0,0.063,0.063,0
si2_b03m_m200.00,1,0,0,0.002,0.002,0
si2_b03m_m200.01,1,0,0,0.002,0.002,0
si2_b03m_m200.02,1,0,0,0.002,0.002,0
si2_b03m_m200.03,1,0,0,0.002,0.002,0
si2_b03m_m200.04,1,0,0,0.002,0.002,0
si2_b03m_m200.05,1,0,0,0.002,0.002,0
si2_b03m_m200.06,1,0,0,0.002,0.002,0
si2_b03m_m200.07,1,0,0,0.002,0.002,0
si2_b03m_m200.08,1,0,0,0.002,0.002,0
si2_b03m_m200.09,1,0,0,0.002,0.002,0
si2_b03m_m400.00,1,0,0,0.008,0.008,0
si2_b03m_m400.01,1,0,0,0.008,0.008,0
si2_b03m_m400.02,1,0,0,0.009,0.009,0
si2_b03m_m400.03,1,0,0,0.008,0.008,0
si2_b03m_m400.04,1,0,0,0.009,0.009,0
si2_b03m_m400.05,1,0,0,0.009,0.009,0
si2_b03m_m400.06,1,0,0,0.008,0.008,0
si2_b03m_m400.07,1,0,0,0.009,0.009,0
si2_b03m_m400.08,1,0,0,0.009,0.009,0
si2_b03m_m400.09,1,0,0,0.009,0.009,0
si2_b03m_m800.00,1,0,0,0.048,0.048,0.001
si2_b03m_m800.01,1,0,0,0.047,0.047,0.002
si2_b03m_m800.02,1,0,0,0.048,0.048,0.002
si2_b03m_m800.03,1,0,0,0.049,0.049,0.002
si2_b03m_m800.04,1,0,0,0.049,0.049,0.002
si2_b03m_m800.05,1,0,0,0.048,0.048,0.002
si2_b03m_m800.06,1,0,0,0.049,0.049,0.001
si2_b03m_m800.07,1,0,0,0.048,0.048,0.002
si2_b03m_m800.08,1,0,0,0.048,0.048,0.002
si2_b03m_m800.09,1,0,0,0.048,0.048,0.002
si2_b06_m200.00,1,0,0,0.002,0.002,0
si2_b06_m200.01,1,0,0,0.002,0.002,0
si2_b06_m200.02,1,0,0,0.002,0.002,0
si2_b06_m200.03,1,0,0,0.002,0.002,0
si2_b06_m200.04,1,0,0,0.002,0.002,0
si2_b06_m200.05,1,0,0,0.002,0.002,0
si2_b06_m200.06,1,0,0,0.002,0.002,0
si2_b06_m200.07,1,0,0,0.002,0.002,0
si2_b06_m200.08,1,0,0,0.002,0.002,0
si2_b06_m200.09,1,0,0,0.002,0.002,0
si2_b06_m400.00,1,0,0,0.013,0.013,0
si2_b06_m400.01,1,0,0,0.013,0.013,0
si2_b06_m400.02,1,0,0,0.013,0.013,0
si2_b06_m400.03,1,0,0,0.013,0.013,0
si2_b06_m400.04,1,0,0,0.013,0.013,0
si2_b06_m400.05,1,0,0,0.013,0.013,0
si2_b06_m400.06,1,0,0,0.013,0.013,0
si2_b06_m400.07,1,0,0,0.013,0.013,0
si2_b06_m400.08,1,0,0,0.013,0.013,0
si2_b06_m400.09,1,0,0,0.013,0.013,0
si2_b06_m800.00,1,0,0,0.077,0.077,0
si2_b06_m800.01,1,0,0,0.077,0.077,0
si2_b06_m800.02,1,0,0,0.077,0.077,0
si2_b06_m800.03,1,0,0,0.077,0.077,0
si2_b06_m800.04,1,0,0,0.077,0.077,0
si2_b06_m800.05,1,0,0,0.078,0.078,0
si2_b06_m800.06,1,0,0,0.078,0.078,0
si2_b06_m800.07,1,0,0,0.076,0.076,0.001
si2_b06_m800.08,1,0,0,0.076,0.076,0.001
si2_b06_m800.09,1,0,0,0.077,0.077,0.001
si2_b06m_m200.00,1,0,0,0.003,0.003,0
si2_b06m_m200.01,1,0,0,0.003,0.003,0
si2_b06m_m200.02,1,0,0,0.003,0.003,0
si2_b06m_m200.03,1,0,0,0.003,0.003,0
si2_b06m_m200.04,1,0,0,0.003,0.003,0
si2_b06m_m200.05,1,0,0,0.003,0.003,0
si2_b06m_m200.06,1,0,0,0.003,0.003,0
si2_b06m_m200.07,1,0,0,0.003,0.003,0
si2_b06m_m200.08,1,0,0,0.003,0.003,0
si2_b06m_m200.09,1,0,0,0.002,0.002,0
si2_b06m_m400.00,1,0,0,0.012,0.012,0
si2_b06m_m400.01,1,0,0,0.012,0.012,0
si2_b06m_m400.02,1,0,0,0.012,0.012,0
si2_b06m_m400.03,1,0,0,0.012,0.012,0
si2_b06m_m400.04,1,0,0,0.012,0.012,0
si2_b06m_m400.05,1,0,0,0.012,0.012,0
si2_b06m_m400.06,1,0,0,0.012,0.012,0
si2_b06m_m400.07,1,0,0,0.012,0.012,0
si2_b06m_m400.08,1,0,0,0.012,0.012,0
si2_b06m_m400.09,1,0,0,0.012,0.012,0
si2_b06m_m800.00,1,0,0,0.068,0.068,0.003
si2_b06m_m800.01,1,0,0,0.068,0.068,0.004
si2_b06m_m800.02,1,0,0,0.068,0.068,0.003
si2_b06m_m800.03,1,0,0,0.069,0.069,0.003
si2_b06m_m800.04,1,0,0,0.068,0.068,0.003
si2_b06m_m800.05,1,0,0,0.068,0.068,0.003
si2_b06m_m800.06,1,0,0,0.068,0.068,0.002
si2_b06m_m800.07,1,0,0,0.069,0.069,0.004
si2_b06m_m800.08,1,0,0,0.068,0.068,0.003
si2_b06m_m800.09,1,0,0,0.069,0.069,0.002
si2_b09_m200.00,1,0,0,0.003,0.003,0
si2_b09_m200.01,1,0,0,0.003,0.003,0
si2_b09_m200.02,1,0,0,0.003,0.003,0
si2_b09_m200.03,1,0,0,0.003,0.003,0
si2_b09_m200.04,1,0,0,0.003,0.003,0
si2_b09_m200.05,1,0,0,0.003,0.003,0
si2_b09_m200.06,1,0,0,0.003,0.003,0
si2_b09_m200.07,1,0,0,0.003,0.003,0
si2_b09_m200.08,1,0,0,0.003,0.003,0
si2_b09_m200.09,1,0,0,0.003,0.003,0
si2_b09_m400.00,1,0,0,0.016,0.016,0
si2_b09_m400.01,1,0,0,0.016,0.016,0
si2_b09_m400.02,1,0,0,0.016,0.016,0
si2_b09_m400.03,1,0,0,0.016,0.016,0
si2_b09_m400.04,1,0,0,0.016,0.016,0
si2_b09_m400.05,1,0,0,0.016,0.016,0
si2_b09_m400.06,1,0,0,0.016,0.016,0
si2_b09_m400.07,1,0,0,0.016,0.016,0
si2_b09_m400.08,1,0,0,0.016,0.016,0
si2_b09_m400.09,1,0,0,0.016,0.016,0
si2_b09_m800.00,1,0,0,0.096,0.096,0
si2_b09_m800.01,1,0,0,0.095,0.095,0
si2_b09_m800.02,1,0,0,0.095,0.095,0
si2_b09_m800.03,1,0,0,0.093,0.093,0
si2_b09_m800.04,1,0,0,0.095,0.095,0
si2_b09_m800.05,1,0,0,0.095,0.095,0.001
si2_b09_m800.06,1,0,0,0.094,0.094,0
si2_b09_m800.07,1,0,0,0.095,0.095,0
si2_b09_m800.08,1,0,0,0.095,0.095,0.001
si2_b09_m800.09,1,0,0,0.094,0.094,0.001
si2_b09m_m200.00,1,0,0,0.003,0.003,0
si2_b09m_m200.01,1,0,0,0.003,0.003,0
si2_b09m_m200.02,1,0,0,0.004,0.004,0
si2_b09m_m200.03,1,0,0,0.003,0.003,0
si2_b09m_m200.04,1,0,0,0.004,0.004,0
si2_b09m_m200.05,1,0,0,0.004,0.004,0
si2_b09m_m200.06,1,0,0,0.003,0.003,0
si2_b09m_m200.07,1,0,0,0.004,0.004,0
si2_b09m_m200.08,1,0,0,0.004,0.004,0
si2_b09m_m200.09,1,0,0,0.004,0.004,0
si2_b09m_m400.00,1,0,0,0.018,0.018,0
si2_b09m_m400.01,1,0,0,0.018,0.018,0
si2_b09m_m400.02,1,0,0,0.017,0.017,0
si2_b09m_m400.03,1,0,0,0.018,0.018,0
si2_b09m_m400.04,1,0,0,0.018,0.018,0
si2_b09m_m400.05,1,0,0,0.017,0.017,0
si2_b09m_m400.06,1,0,0,0.017,0.017,0
si2_b09m_m400.07,1,0,0,0.017,0.017,0
si2_b09m_m400.08,1,0,0,0.018,0.018,0
si2_b09m_m400.09,1,0,0,0.018,0.018,0
si2_b09m_m800.00,1,0,0,0.099,0.099,0.003
si2_b09m_m800.01,1,0,0,0.101,0.101,0.004
si2_b09m_m800.02,1,0,0,0.099,0.099,0.004
si2_b09m_m800.03,1,0,0,0.099,0.099,0.003
si2_b09m_m800.04,1,0,0,0.099,0.099,0.005
si2_b09m_m800.05,1,0,0,0.098,0.098,0.003
si2_b09m_m800.06,1,0,0,0.101,0.101,0.003
si2_b09m_m800.07,1,0,0,0.099,0.099,0.003
si2_b09m_m800.08,1,0,0,0.1,0.1,0.003
si2_b09m_m800.09,1,0,0,0.101,0.101,0.005
si2_m4D_m1296.00,1,0,0.002,0.109,0.109,0.004
si2_m4D_m1296.01,1,0,0.002,0.11,0.11,0.004
si2_m4D_m1296.02,1,0,0.002,0.109,0.109,0.005
si2_m4D_m1296.03,1,0,0.002,0.109,0.109,0.004
si2_m4D_m1296.04,1,0,0.002,0.11,0.11,0.004
si2_m4D_m1296.05,1,0,0.002,0.109,0.109,0.003
si2_m4D_m1296.06,1,0,0.002,0.11,0.11,0.004
si2_m4D_m1296.07,1,0,0.002,0.11,0.11,0.003
si2_m4D_m1296.08,1,0,0.002,0.109,0.109,0.003
si2_m4D_m1296.09,1,0,0.002,0.109,0.109,0.003
si2_m4D_m256.00,1,0,0,0.003,0.003,0
si2_m4D_m256.01,1,0,0,0.003,0.003,0
si2_m4D_m256.02,1,0,0,0.003,0.003,0
si2_m4D_m256.03,1,0,0,0.003,0.003,0
si2_m4D_m256.04,1,0,0,0.003,0.003,0
si2_m4D_m256.05,1,0,0,0.003,0.003,0
si2_m4D_m256.06,1,0,0,0.003,0.003,0
si2_m4D_m256.07,1,0,0,0.003,0.003,0
si2_m4D_m256.08,1,0,0,0.003,0.003,0
si2_m4D_m256.09,1,0,0,0.003,0.003,0
si2_m4D_m625.00,1,0,0,0.024,0.024,0
si2_m4D_m625.01,1,0,0,0.024,0.024,0.001
si2_m4D_m625.02,1,0,0,0.024,0.024,0.001
si2_m4D_m625.03,1,0,0,0.024,0.024,0.001
si2_m4D_m625.04,1,0,0,0.024,0.024,0
si2_m4D_m625.05,1,0,0,0.024,0.024,0
si2_m4D_m625.06,1,0,0,0.024,0.024,0
si2_m4D_m625.07,1,0,0,0.024,0.024,0
si2_m4D_m625.08,1,0,0,0.024,0.024,0
si2_m4D_m625.09,1,0,0,0.024,0.024,0.001
si2_m4Dr2_m1296.00,1,0,0.002,0.219,0.219,0.004
si2_m4Dr2_m1296.01,1,0,0.002,0.221,0.221,0.005
si2_m4Dr2_m1296.02,1,0,0.002,0.221,0.221,0.006
si2_m4Dr2_m1296.03,1,0,0.002,0.22,0.22,0.004
si2_m4Dr2_m1296.04,1,0,0.002,0.221,0.221,0.005
si2_m4Dr2_m1296.05,1,0,0.002,0.221,0.221,0.005
si2_m4Dr2_m1296.06,1,0,0.002,0.218,0.218,0.005
si2_m4Dr2_m1296.07,1,0,0.002,0.219,0.219,0.004
si2_m4Dr2_m1296.08,1,0,0.002,0.22,0.22,0.006
si2_m4Dr2_m1296.09,1,0,0.002,0.219,0.219,0.005
si2_m4Dr2_m256.00,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.01,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.02,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.03,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.04,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.05,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.06,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.07,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.08,1,0,0,0.005,0.005,0
si2_m4Dr2_m256.09,1,0,0,0.005,0.005,0
si2_m4Dr2_m625.00,1,0,0,0.039,0.039,0
si2_m4Dr2_m625.01,1,0,0,0.039,0.039,0.001
si2_m4Dr2_m625.02,1,0,0,0.039,0.039,0
si2_m4Dr2_m625.03,1,0,0,0.039,0.039,0
si2_m4Dr2_m625.04,1,0,0,0.039,0.039,0
si2_m4Dr2_m625.05,1,0,0,0.039,0.039,0
si2_m4Dr2_m625.06,1,0,0,0.039,0.039,0.001
si2_m4Dr2_m625.07,1,0,0,0.039,0.039,0.001
si2_m4Dr2_m625.08,1,0,0,0.038,0.038,0.001
si2_m4Dr2_m625.09,1,0,0,0.038,0.038,0
si2_m4Dr4_m1296.00,1,0,0.002,0.233,0.233,0.004
si2_m4Dr4_m1296.01,1,0,0.002,0.236,0.236,0.006
si2_m4Dr4_m1296.02,1,0,0.002,0.231,0.231,0.007
si2_m4Dr4_m1296.03,1,0,0.002,0.233,0.233,0.005
si2_m4Dr4_m1296.04,1,0,0.002,0.236,0.236,0.005
si2_m4Dr4_m1296.05,1,0,0.002,0.233,0.233,0.004
si2_m4Dr4_m1296.06,1,0,0.002,0.236,0.236,0.004
si2_m4Dr4_m1296.07,1,0,0.002,0.232,0.232,0.005
si2_m4Dr4_m1296.08,1,0,0.002,0.235,0.235,0.004
si2_m4Dr4_m1296.09,1,0,0.002,0.236,0.236,0.006
si2_m4Dr4_m256.00,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.01,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.02,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.03,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.04,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.05,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.06,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.07,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.08,1,0,0,0.005,0.005,0
si2_m4Dr4_m256.09,1,0,0,0.005,0.005,0
si2_m4Dr4_m625.00,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.01,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.02,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.03,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.04,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.05,1,0,0,0.041,0.041,0
si2_m4Dr4_m625.06,1,0,0,0.041,0.041,0
si2_m4Dr4_m625.07,1,0,0,0.042,0.042,0.001
si2_m4Dr4_m625.08,1,0,0,0.041,0.041,0.001
si2_m4Dr4_m625.09,1,0,0,0.042,0.042,0.001
si2_m4Dr6_m1296.00,1,0,0.002,0.248,0.248,0.006
si2_m4Dr6_m1296.01,1,0,0.002,0.248,0.248,0.006
si2_m4Dr6_m1296.02,1,0,0.002,0.246,0.246,0.006
si2_m4Dr6_m1296.03,1,0,0.002,0.249,0.249,0.005
si2_m4Dr6_m1296.04,1,0,0.002,0.247,0.247,0.006
si2_m4Dr6_m1296.05,1,0,0.002,0.248,0.248,0.004
si2_m4Dr6_m1296.06,1,0,0.002,0.248,0.248,0.006
si2_m4Dr6_m1296.07,1,0,0.002,0.248,0.248,0.006
si2_m4Dr6_m1296.08,1,0,0.002,0.25,0.25,0.007
si2_m4Dr6_m1296.09,1,0,0.002,0.247,0.247,0.006
si2_m4Dr6_m256.00,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.01,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.02,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.03,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.04,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.05,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.06,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.07,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.08,1,0,0,0.005,0.005,0
si2_m4Dr6_m256.09,1,0,0,0.005,0.005,0
si2_m4Dr6_m625.00,1,0,0,0.043,0.043,0.001
si2_m4Dr6_m625.01,1,0,0,0.044,0.044,0
si2_m4Dr6_m625.02,1,0,0,0.044,0.044,0
si2_m4Dr6_m625.03,1,0,0,0.044,0.044,0.001
si2_m4Dr6_m625.04,1,0,0,0.043,0.043,0.001
si2_m4Dr6_m625.05,1,0,0,0.044,0.044,0
si2_m4Dr6_m625.06,1,0,0,0.042,0.042,0
si2_m4Dr6_m625.07,1,0,0,0.044,0.044,0
si2_m4Dr6_m625.08,1,0,0,0.044,0.044,0
si2_m4Dr6_m625.09,1,0,0,0.044,0.044,0
si2_r001_m200.00,1,0,0,0.002,0.002,0
si2_r001_m200.01,1,0,0,0.003,0.003,0
si2_r001_m200.02,1,0,0,0.002,0.002,0
si2_r001_m200.03,1,0,0,0.002,0.002,0
si2_r001_m200.04,1,0,0,0.002,0.002,0
si2_r001_m200.05,1,0,0,0.002,0.002,0
si2_r001_m200.06,1,0,0,0.002,0.002,0
si2_r001_m200.07,1,0,0,0.003,0.003,0
si2_r001_m200.08,1,0,0,0.002,0.002,0
si2_r001_m200.09,1,0,0,0.003,0.003,0
si2_r001_m400.00,1,0,0,0.019,0.019,0
si2_r001_m400.01,1,0,0,0.018,0.018,0
si2_r001_m400.02,1,0,0,0.019,0.019,0
si2_r001_m400.03,1,0,0,0.019,0.019,0
si2_r001_m400.04,1,0,0,0.018,0.018,0
si2_r001_m400.05,1,0,0,0.019,0.019,0
si2_r001_m400.06,1,0,0,0.019,0.019,0
si2_r001_m400.07,1,0,0,0.019,0.019,0.001
si2_r001_m400.08,1,0,0,0.019,0.019,0
si2_r001_m400.09,1,0,0,0.019,0.019,0
si2_r001_m600.00,1,0,0,0.083,0.083,0.002
si2_r001_m600.01,1,0,0,0.08,0.08,0.002
si2_r001_m600.02,1,0,0,0.081,0.081,0.002
si2_r001_m600.03,1,0,0,0.08,0.08,0.003
si2_r001_m600.04,1,0,0,0.081,0.081,0.002
si2_r001_m600.05,1,0,0,0.081,0.081,0.003
si2_r001_m600.06,1,0,0,0.081,0.081,0.002
si2_r001_m600.07,1,0,0,0.08,0.08,0.002
si2_r001_m600.08,1,0,0,0.081,0.081,0.003
si2_r001_m600.09,1,0,0,0.08,0.08,0.002
si2_r005_m200.00,1,0,0,0.007,0.007,0
si2_r005_m200.01,1,0,0,0.007,0.007,0
si2_r005_m200.02,1,0,0,0.007,0.007,0
si2_r005_m200.03,1,0,0,0.007,0.007,0
si2_r005_m200.04,1,0,0,0.007,0.007,0
si2_r005_m200.05,1,0,0,0.007,0.007,0
si2_r005_m200.06,1,0,0,0.007,0.007,0
si2_r005_m200.07,1,0,0,0.007,0.007,0
si2_r005_m200.08,1,0,0,0.007,0.007,0
si2_r005_m200.09,1,0,0,0.007,0.007,0
si2_r005_m400.00,1,0,0,0.057,0.057,0.001
si2_r005_m400.01,1,0,0,0.058,0.058,0.001
si2_r005_m400.02,1,0,0,0.057,0.057,0.001
si2_r005_m400.03,1,0,0,0.058,0.058,0.001
si2_r005_m400.04,1,0,0,0.057,0.057,0.001
si2_r005_m400.05,1,0,0,0.058,0.058,0.001
si2_r005_m400.06,1,0,0,0.058,0.058,0.001
si2_r005_m400.07,1,0,0,0.057,0.057,0.001
si2_r005_m400.08,1,0,0,0.056,0.056,0.001
si2_r005_m400.09,1,0,0,0.057,0.057,0.001
si2_r005_m600.00,1,0,0,0.172,0.172,0.004
si2_r005_m600.01,1,0,0,0.173,0.173,0.004
si2_r005_m600.02,1,0,0,0.172,0.172,0.004
si2_r005_m600.03,1,0,0,0.172,0.172,0.004
si2_r005_m600.04,1,0,0,0.172,0.172,0.003
si2_r005_m600.05,1,0,0,0.172,0.172,0.003
si2_r005_m600.06,1,0,0,0.173,0.173,0.003
si2_r005_m600.07,1,0,0,0.172,0.172,0.004
si2_r005_m600.08,1,0,0,0.171,0.171,0.004
si2_r005_m600.09,1,0,0,0.172,0.172,0.004
si2_r01_m200.00,1,0,0,0.01,0.01,0
si2_r01_m200.01,1,0,0,0.01,0.01,0
si2_r01_m200.02,1,0,0,0.01,0.01,0
si2_r01_m200.03,1,0,0,0.01,0.01,0
si2_r01_m200.04,1,0,0,0.01,0.01,0
si2_r01_m200.05,1,0,0,0.01,0.01,0
si2_r01_m200.06,1,0,0,0.01,0.01,0
si2_r01_m200.07,1,0,0,0.01,0.01,0
si2_r01_m200.08,1,0,0,0.01,0.01,0
si2_r01_m200.09,1,0,0,0.01,0.01,0
si2_r01_m400.00,1,0,0,0.072,0.072,0.003
si2_r01_m400.01,1,0,0,0.072,0.072,0.003
si2_r01_m400.02,1,0,0,0.072,0.072,0.003
si2_r01_m400.03,1,0,0,0.071,0.071,0.003
si2_r01_m400.04,1,0,0,0.073,0.073,0.003
si2_r01_m400.05,1,0,0,0.072,0.072,0.003
si2_r01_m400.06,1,0,0,0.072,0.072,0.003
si2_r01_m400.07,1,0,0,0.073,0.073,0.003
si2_r01_m400.08,1,0,0,0.072,0.072,0.002
si2_r01_m400.09,1,0,0,0.072,0.072,0.003
si2_r01_m600.00,1,0,0,0.224,0.224,0.008
si2_r01_m600.01,1,0,0,0.224,0.224,0.007
si2_r01_m600.02,1,0,0,0.224,0.224,0.007
si2_r01_m600.03,1,0,0,0.224,0.224,0.008
si2_r01_m600.04,1,0,0,0.224,0.224,0.006
si2_r01_m600.05,1,0,0,0.224,0.224,0.008
si2_r01_m600.06,1,0,0,0.224,0.224,0.008
si2_r01_m600.07,1,0,0,0.223,0.223,0.008
si2_r01_m600.08,1,0,0,0.224,0.224,0.008
si2_r01_m600.09,1,0,0,0.224,0.224,0.008
si4_b03_m200.00,1,0,0,0.002,0.002,0
si4_b03_m200.01,1,0,0,0.002,0.002,0
si4_b03_m200.02,1,0,0,0.002,0.002,0
si4_b03_m200.03,1,0,0,0.002,0.002,0
si4_b03_m200.04,1,0,0,0.002,0.002,0
si4_b03_m200.05,1,0,0,0.002,0.002,0
si4_b03_m200.06,1,0,0,0.002,0.002,0
si4_b03_m200.07,1,0,0,0.002,0.002,0
si4_b03_m200.08,1,0,0,0.002,0.002,0
si4_b03_m200.09,1,0,0,0.002,0.002,0
